"","ForeName","Middle1","Middle2","LastName","Order","Title","PMID","DOI","Journal","Address","CitationCount","Gender"
"2466","Thomas","J","","Goss",2,"Distinct heterochromatin-like domains promote transcriptional memory and silence parasitic genetic elements in bacteria.",34961960,"10.15252/embj.2021108708","The EMBO journal","Department of Biological Chemistry, University of Michigan Medical School, Ann Arbor, MI, USA","0","M"
"2467","Thomas","","","Kislinger",23,"Spatially confined sub-tumor microenvironments in pancreatic cancer.",34644529,"10.1016/j.cell.2021.09.022","Cell","Princess Margaret Cancer Centre, University Health Network, Toronto, ON M5G 1L7, Canada","0","M"
"2468","Thomas","","","Lanyon-Hogg",2,"Proteome-wide analysis of protein lipidation using chemical probes: in-gel fluorescence visualization, identification and quantification of N-myristoylation, N- and S-acylation, O-cholesterylation, S-farnesylation and S-geranylgeranylation.",34707257,"10.1038/s41596-021-00601-6","Nature protocols","Department of Chemistry, Imperial College London, Molecular Sciences Research Hub, London, UK","0","M"
"2469","Thomas","P","","Mathews",4,"Stable isotope tracing to assess tumor metabolism in vivo.",34535790,"10.1038/s41596-021-00605-2","Nature protocols","Children's Research Institute and Department of Pediatrics, University of Texas Southwestern Medical Center, Dallas, TX, USA","0","M"
"2470","Thomas","E","","Morrison",13,"MARCO+ lymphatic endothelial cells sequester arthritogenic alphaviruses to limit viremia and viral dissemination.",34618370,"10.15252/embj.2021108966","The EMBO journal","Department of Immunology and Microbiology, University of Colorado School of Medicine, Aurora, CO, USA","0","M"
"2471","Thomas","A","","Neubert",4,"Cardiolipin remodeling enables protein crowding in the inner mitochondrial membrane.",34661298,"10.15252/embj.2021108428","The EMBO journal","Kimmel Center for Biology and Medicine at the Skirball Institute, New York University Grossman School of Medicine, New York, NY, USA","0","M"
"2472","Thomas","","","Rogers",16,"Identification of a therapeutic interfering particle-A single-dose SARS-CoV-2 antiviral intervention with a high barrier to resistance.",34838159,"10.1016/j.cell.2021.11.004","Cell","Department of Medicine, University of California, San Diego, San Diego, CA 92121, USA","0","M"
"2473","Thomas","","","Schöndorf",9,"An in vitro system to silence mitochondrial gene expression.",34672953,"10.1016/j.cell.2021.09.033","Cell","Department of Cellular Biochemistry, University Medical Center Göttingen, 37073 Göttingen, Germany","3","M"
"2474","Thomas","C","","Südhof",11,"RTN4/NoGo-receptor binding to BAI adhesion-GPCRs regulates neuronal development.",34758294,"10.1016/j.cell.2021.10.016","Cell","Department of Molecular and Cellular Physiology, Stanford University School of Medicine, Stanford, CA 94305, USA","0","M"
"2475","Thomas","E","","Yankeelov",12,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.",34552262,"10.1038/s41596-021-00617-y","Nature protocols","Oden Institute for Computational Engineering and Sciences, Austin, TX, USA. thomas.yankeelov@utexas","0","M"
"2476","Thorben","","","Schramm",3,"Deciphering the physiological response of Escherichia coli under high ATP demand.",34928538,"10.15252/msb.202110504","Molecular systems biology","Dynamic Control of Metabolic Networks, Max Planck Institute for Terrestrial Microbiology, Marburg, Germany","0","M"
"2477","Thorsten","","","Braun",5,"Over-celling fetal microbial exposure.",34822779,"10.1016/j.cell.2021.10.026","Cell","Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt-Universität zu Berlin, Department of Obstetrics and 'Experimental Obstetrics', Berlin, Germany","0","M"
"2478","Thorsten","","","Buch",7,"Commensal microbiota divergently affect myeloid subsets in the mammalian central nervous system during homeostasis and disease.",34622466,"10.15252/embj.2021108605","The EMBO journal","Institute of Laboratory Animal Science, University of Zurich, Zurich, Switzerland","0","M"
"2479","Thorsten","","","Wolff",59,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"10.1016/j.cell.2021.11.033","Cell","Unit 17 Influenza and other Respiratory Viruses, Robert Koch Institute, Berlin, Germany","0","M"
"2480","Thorvaldur","","","Ingvarsson",19,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"10.1016/j.cell.2021.11.003","Cell","","0","M"
"2481","Thushan","I","","de Silva",56,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"10.1016/j.cell.2021.10.011","Cell","Sheffield Teaching Hospitals NHS Foundation Trust, Sheffield, UK","24","M"
"2482","Tian-Min","","","Fu",6,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.",34678144,"10.1016/j.cell.2021.09.032","Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA","0","M"
"2483","Tiana","","","McLaren",9,"Autism-related dietary preferences mediate autism-gut microbiome associations.",34767757,"10.1016/j.cell.2021.10.015","Cell","Institute for Molecular Bioscience, The University of Queensland, St Lucia, Queensland 4072, Australia","0","F"
"2484","Tianhui","","","Liu",5,"Cytoplasmic DNA: sources, sensing, and role in aging and disease.",34715021,"10.1016/j.cell.2021.09.034","Cell","Aging, Cancer and Immuno-oncology Program, Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA 92037, USA","0","M"
"2485","Tian","T","","Wu",7,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"10.1016/j.cell.2021.11.003","Cell","","0","M"
"2486","Tianyang","","","Mao",8,"Neoantigen-driven B cell and CD4 T follicular helper cell collaboration promotes anti-tumor CD8 T cell responses.",34852236,"10.1016/j.cell.2021.11.007","Cell","Department of Immunobiology, Yale University School of Medicine, New Haven, CT 06520, USA","1","M"
"2487","Tianyu","","","Yang",17,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.",34942100,"10.1016/j.cell.2021.11.030","Cell","","0","M"
"2488","Tibor","","","Pankotai",12,"CDKL5 kinase controls transcription-coupled responses to DNA damage.",34605059,"10.15252/embj.2021108271","The EMBO journal","Albert Szent-Györgyi Medical School, Institute of Pathology, University of Szeged, Szeged, Hungary","0","M"
"2489","Tiezhu","","","Shi",2,"Cytosolic GDH1 degradation restricts protein synthesis to sustain tumor cell survival following amino acid deprivation.",34927267,"10.15252/embj.2021110306","The EMBO journal","","0","M"
"2490","Tiina","","","Öhman",8,"SARS-CoV-2-host proteome interactions for antiviral drug discovery.",34709727,"10.15252/msb.202110396","Molecular systems biology","Institute of Biotechnology, University of Helsinki, Helsinki, Finland","0","F"
"2491","Till","R","","Lesker",6,"A versatile genetic toolbox for Prevotella copri enables studying polysaccharide utilization systems.",34676563,"10.15252/embj.2021108287","The EMBO journal","Department of Microbial Immune Regulation, Helmholtz Centre for Infection Research, Braunschweig, Germany","1","M"
"2492","Till","","","Strowig",9,"A versatile genetic toolbox for Prevotella copri enables studying polysaccharide utilization systems.",34676563,"10.15252/embj.2021108287","The EMBO journal","Department of Microbial Immune Regulation, Helmholtz Centre for Infection Research, Braunschweig, Germany","1","M"
"2493","Tim","H-M","","Huang",16,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.",34942100,"10.1016/j.cell.2021.11.030","Cell","","0","M"
"2494","Tim","","","Magnus",9,"Hyperosmolar blood-brain barrier opening using intra-arterial injection of hyperosmotic mannitol in mice under real-time MRI guidance.",34903870,"10.1038/s41596-021-00634-x","Nature protocols","Department of Neurology, University Medical Center Hamburg-Eppendorf, Hamburg, Germany","0","M"
"2495","Tim","","","Nguyen",3,"Infodemics: A new challenge for public health.",34890548,"10.1016/j.cell.2021.10.031","Cell","Impact Events Preparedness Unit, Global Infectious Hazards Preparedness Department, World Health Organization, Geneva, Switzerland","1","M"
"2496","Timothy","J","","Bussey",8,"The spontaneous location recognition task for assessing spatial pattern separation and memory across a delay in rats and mice.",34741153,"10.1038/s41596-021-00627-w","Nature protocols","Department of Physiology and Pharmacology, Schulich School of Medicine and Dentistry, Western University, London, Ontario, Canada. tbussey@uwo","0","M"
"2497","Timothy","C","","Elston",9,"Biosensors based on peptide exposure show single molecule conformations in live cells.",34637702,"10.1016/j.cell.2021.09.026","Cell","Department of Pharmacology, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA","0","M"
"2498","Timothy","J","","Mitchison",4,"Extracellular hyaluronate pressure shaped by cellular tethers drives tissue morphogenesis.",34942099,"10.1016/j.cell.2021.11.025","Cell","Department of Systems Biology, Harvard Medical School, Boston, MA 02115, USA","0","M"
"2499","Timothy","","","Su",45,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"10.1016/j.cell.2021.11.031","Cell","Department of Medicine, Division of Epidemiology, Vanderbilt Epidemiology Center, Vanderbilt University Medical Center, Nashville, TN, USA","0","M"
"2500","Tim","","","Tasker",38,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.",34822784,"10.1016/j.cell.2021.11.001","Cell","Sosei-Heptares, Steinmetz Building, Granta Park, Cambridge, CB21 6DG, UK","0","M"
"2501","Tim","","","Wang",6,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.",34875226,"10.1016/j.cell.2021.11.024","Cell","Janelia Research Campus, Howard Hughes Medical Institute, Ashburn, VA 20147, USA","0","M"
"2502","Tina","","","Meischel",7,"DNA hypomethylation leads to cGAS-induced autoinflammation in the epidermis.",34586646,"10.15252/embj.2021108234","The EMBO journal","Division of Cell and Developmental Biology, Center for Anatomy and Cell Biology, Medical University of Vienna, Vienna, Austria","0","F"
"2503","Tina","","","Purnat",14,"Infodemics: A new challenge for public health.",34890548,"10.1016/j.cell.2021.10.031","Cell","Impact Events Preparedness Unit, Global Infectious Hazards Preparedness Department, World Health Organization, Geneva, Switzerland","1","F"
"2504","Tineke","L","","Lenstra",7,"The Hda1 histone deacetylase limits divergent non-coding transcription and restricts transcription initiation frequency.",34661296,"10.15252/embj.2021108903","The EMBO journal","Division of Gene Regulation, The Netherlands Cancer Institute (NKI), Oncode Institute, Amsterdam, The Netherlands","0","F"
"2505","Ting","","","Chen",7,"Efficient treatment and pre-exposure prophylaxis in rhesus macaques by an HIV fusion-inhibitory lipopeptide.",34919814,"10.1016/j.cell.2021.11.032","Cell","NHC Key Laboratory of Human Disease Comparative Medicine, Beijing Key Laboratory for Animal Models of Emerging and Remerging Infectious Diseases, Institute of Laboratory Animal Science, Chinese Academy of Medical Sciences and Comparative Medicine Center, Peking Union Medical College, Beijing 100021, China","0","F"
"2506","Ting","","","Shi",2,"Asparagine reinforces mTORC1 signaling to boost thermogenesis and glycolysis in adipose tissues.",34704268,"10.15252/embj.2021108069","The EMBO journal","Key Laboratory of Metabolism and Molecular Medicine of the Ministry of Education, Department of Biochemistry and Molecular Biology of School of Basic Medical Sciences, Fudan University, Shanghai, China","0","F"
"2507","Ting","","","Wang",13,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.",34644528,"10.1016/j.cell.2021.09.021","Cell","Department of Genetics, Edison Family Center for Genome Science and System Biology, McDonnell Genome Institute, Washington University School of Medicine, St. Louis, MO 63110, USA. Electronic address: twang@wustl","0","F"
"2508","Tito","","","Calì",1,"Quantification of organelle contact sites by split-GFP-based contact site sensors (SPLICS) in living cells.",34686857,"10.1038/s41596-021-00614-1","Nature protocols","Department of Biomedical Sciences, University of Padua, Padua, Italy. tito.cali@unipd","0","M"
"2509","Tiziana","","","Anelli",4,"Biogenesis of secretory immunoglobulin M requires intermediate non-native disulfide bonds and engagement of the protein disulfide isomerase ERp44.",34957576,"10.15252/embj.2021108518","The EMBO journal","Division of Genetics and Cell Biology, Università Vita-Salute IRCCS Ospedale San Raffaele, Milano, Italy","0","F"
"2510","Tobias","","","Czauderna",22,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","M"
"2511","Tobias","","","Krammer",12,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"10.1016/j.cell.2021.11.033","Cell","Helmholtz Institute for RNA-based Infection Research (HIRI), Helmholtz-Center for Infection Research (HZI), Würzburg, Germany","0","M"
"2512","Tomáš","","","Helikar",106,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0",""
"2513","Tomasz","","","Ahrends",1,"Enteric pathogens induce tissue tolerance and prevent neuronal loss from subsequent infections.",34717799,"10.1016/j.cell.2021.10.004","Cell","Laboratory of Mucosal Immunology, The Rockefeller University, New York, NY, USA. Electronic address: tahrends@rockefeller","0","M"
"2514","Tomasz","","","Kochańczyk",2,"DNA asymmetry promotes SUMO modification of the single-stranded DNA-binding protein RPA.",34585421,"10.15252/embj.2019103787","The EMBO journal","Structural Biology Program, Sloan Kettering Institute, New York, NY, USA","0","M"
"2515","Tom","","","Chou",17,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.",34813726,"10.1016/j.cell.2021.10.022","Cell","Department of Computational Medicine, University of California, Los Angeles, Los Angeles, CA 90095, USA. Electronic address: tomchou@ucla","3","M"
"2516","Tom","","","Chou",17,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.",34890555,"10.1016/j.cell.2021.11.028","Cell","","0","M"
"2517","Tom","A","","Ewing",7,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.",34873731,"10.15252/embj.2020106837","The EMBO journal","Membrane Biochemistry &amp","0","M"
"2518","Tom","C","","Freeman",120,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","M"
"2519","Tom","R","","Gaunt",53,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"10.1016/j.cell.2021.11.003","Cell","","0","M"
"2520","Tom","","","Malone",31,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"10.1016/j.cell.2021.10.011","Cell","Peter Medawar Building for Pathogen Research, Nuffield Department of Clinical Medicine, University of Oxford, Oxford, UK","24","M"
"2521","Tommaso","","","Mari",3,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"10.1016/j.cell.2021.11.033","Cell","Max Delbrück Center for Molecular Medicine in the Helmholtz Association (MDC), Proteome Dynamics, Berlin, Germany","0","M"
"2522","Tom","","","Tipton",11,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"10.1016/j.cell.2021.10.011","Cell","Wellcome Centre for Human Genetics, Nuffield Department of Medicine, University of Oxford, Oxford, UK","24","M"
"2523","Tonatiuh","Pena","","Centeno",9,"Postnatal expression of the lysine methyltransferase SETD1B is essential for learning and the regulation of neuron-enriched genes.",34806773,"10.15252/embj.2020106459","The EMBO journal","Department for Systems Medicine and Epigenetics, German Center for Neurodegenerative Diseases (DZNE), Göttingen, Germany","0","M"
"2524","Tongqi","","","Yuan",32,"The Chinese pine genome and methylome unveil key features of conifer evolution.",34965378,"10.1016/j.cell.2021.12.006","Cell","Beijing Advanced Innovation Center for Tree Breeding by Molecular Design, National Engineering Laboratory for Tree Breeding, Key Laboratory of Genetics and Breeding in Forest Trees and Ornamental Plants, Ministry of Education, The Tree and Ornamental Plant Breeding and Biotechnology Laboratory of National Forestry and Grassland Administration, College of Biological Sciences and Technology, Beijing Forestry University, Beijing 100083, P.R. China","0",""
"2525","Tong","","","Zhang",57,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.",34767776,"10.1016/j.cell.2021.10.023","Cell","","0","M"
"2526","Toni","M","","Delorey",10,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.",34875227,"10.1016/j.cell.2021.11.018","Cell","Klarman Cell Observatory, Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA","0",""
"2527","Tõnu","","","Esko",60,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"10.1016/j.cell.2021.11.003","Cell","","0","M"
"2528","Tony","P","","Huang",1,"Publisher Correction: Precision genome editing using cytosine and adenine base editors in mammalian cells.",34789924,"10.1038/s41596-021-00525-1","Nature protocols","Merkin Institute of Transformative Technologies in Healthcare, The Broad Institute of Harvard and MIT, Cambridge, MA, USA","0","M"
"2529","Tony","Y-C","","Tsai",3,"Extracellular hyaluronate pressure shaped by cellular tethers drives tissue morphogenesis.",34942099,"10.1016/j.cell.2021.11.025","Cell","Department of Systems Biology, Harvard Medical School, Boston, MA 02115, USA","0","M"
"2530","Tor","Erik","","Rusten",10,"Mammalian hybrid pre-autophagosomal structure HyPAS generates autophagosomes.",34741801,"10.1016/j.cell.2021.10.017","Cell","Faculty of Medicine, University of Oslo, Oslo, Norway","0","M"
"2531","Toru","","","Matsu-Ura",4,"Ontogeny and function of the circadian clock in intestinal organoids.",34704277,"10.15252/embj.2020106973","The EMBO journal","Department of Pharmacology &amp","0","M"
"2532","Toshihiko","","","Kawachi",1,"Regulated splicing of large exons is linked to phase-separation of vertebrate transcription factors.",34605568,"10.15252/embj.2020107485","The EMBO journal","Division of Neurogenetics, Center for Neurological Diseases and Cancer, Nagoya University Graduate School of Medicine, Nagoya, Japan","0","M"
"2533","Toshiro","","","Sato",36,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"10.1016/j.cell.2021.11.031","Cell","Department of Organoid Medicine, Keio University School of Medicine, Tokyo, Japan","0","M"
"2534","Tristan","","","Courau",15,"Discovering dominant tumor immune archetypes in a pan-cancer census.",34963056,"10.1016/j.cell.2021.12.004","Cell","Department of Pathology, University of California, San Francisco, San Francisco, CA 94143, USA","0","M"
"2535","Tsuyoshi","","","Momose",2,"A genetically tractable jellyfish model for systems and evolutionary neuroscience.",34822783,"10.1016/j.cell.2021.10.021","Cell","Sorbonne Université, CNRS, Laboratoire de Biologie du Développement de Villefranche-sur-Mer (LBDV), 06230 Villefranche-sur-Mer, France","3","M"
"2536","Tuan","","","Nguyen",5,"Biogenesis of secretory immunoglobulin M requires intermediate non-native disulfide bonds and engagement of the protein disulfide isomerase ERp44.",34957576,"10.15252/embj.2021108518","The EMBO journal","Department Chemistry, Technical University Munich, Garching, Germany","0","M"
"2537","Tuomas","Pj","","Knowles",14,"Liquid-liquid phase separation underpins the formation of replication factories in rotaviruses.",34524703,"10.15252/embj.2021107711","The EMBO journal","Department of Chemistry, University of Cambridge, Cambridge, UK","0","M"
"2538","Tuomo","","","Laitinen",3,"SARS-CoV-2-host proteome interactions for antiviral drug discovery.",34709727,"10.15252/msb.202110396","Molecular systems biology","School of Pharmacy, University of Eastern Finland, Kuopio, Finland","0","M"
"2539","Tyler","D","","Hether",9,"Visualizing in deceased COVID-19 patients how SARS-CoV-2 attacks the respiratory and olfactory mucosae but spares the olfactory bulb.",34798069,"10.1016/j.cell.2021.10.027","Cell","NanoString Technologies Inc., Seattle, WA, USA","0","M"
"2540","Tyler","E","","Jacks",33,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.",34890551,"10.1016/j.cell.2021.11.017","Cell","Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, MA 02139, USA","0","M"
"2541","Ueli","","","Nachbur",10,"Oligomerization-driven MLKL ubiquitylation antagonizes necroptosis.",34698396,"10.15252/embj.2019103718","The EMBO journal","The Walter and Eliza Hall Institute of Medical Research, Parkville, VIC, Australia","0","M"
"2542","Ulrich","","","Brandt",3,"Ablation of mitochondrial DNA results in widespread remodeling of the mitochondrial complexome.",34542926,"10.15252/embj.2021108648","The EMBO journal","Radboud Institute for Molecular Life Sciences, Radboud University Medical Center, Nijmegen, The Netherlands","0","M"
"2543","Ulrike","","","Kutay",12,"The nucleoporin Nup50 activates the Ran guanine nucleotide exchange factor RCC1 to promote NPC assembly at the end of mitosis.",34725842,"10.15252/embj.2021108788","The EMBO journal","Institute of Biochemistry, ETH Zurich, Zurich, Switzerland","1","F"
"2544","Ulrike","","","Rolle-Kampczyk",6,"A dual-function RNA balances carbon uptake and central metabolism in Vibrio cholerae.",34612526,"10.15252/embj.2021108542","The EMBO journal","Helmholtz Centre for Environmental Research-UFZ, Leipzig, Germany","0","F"
"2545","Unnur","","","Styrkársdóttir",65,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"10.1016/j.cell.2021.11.003","Cell","","0","F"
"2546","Unnur","","","Thorsteinsdottir",45,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"10.1016/j.cell.2021.11.003","Cell","","0","F"
"2547","Ursula","","","Reichart",21,"DNA hypomethylation leads to cGAS-induced autoinflammation in the epidermis.",34586646,"10.15252/embj.2021108234","The EMBO journal","VetCORE - Facility for Research, University of Veterinary Medicine Vienna, Vienna, Austria","0","F"
"2548","Ute","","","Woehlbier",22,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.",34904718,"10.15252/embj.2020105531","The EMBO journal","Center for Integrative Biology, Faculty of Science, Universidad Mayor, Santiago, Chile","0","F"
"2549","Uthra","","","Gowthaman",1,"The Hda1 histone deacetylase limits divergent non-coding transcription and restricts transcription initiation frequency.",34661296,"10.15252/embj.2021108903","The EMBO journal","Copenhagen Plant Science Centre, Department of Plant and Environmental Sciences, University of Copenhagen, Frederiksberg C, Denmark","0","F"
"2550","Uwe","","","Schmidt",11,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.",34875226,"10.1016/j.cell.2021.11.024","Cell","Max Planck Institute of Molecular Cell Biology and Genetics, 01307 Dresden, Germany","0","M"
"2551","Valentina","","","Adami",11,"C9orf72 ALS/FTD dipeptide repeat protein levels are reduced by small molecules that inhibit PKA or enhance protein degradation.",34791698,"10.15252/embj.2020105026","The EMBO journal","HTS Core Facility, Department of Cellular, Computational and Integrative Biology, University of Trento, Trento, Italy","0","F"
"2552","Valentin","","","Grouès",89,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","M"
"2553","Valerie","S-Y","","Chew",7,"Human antibody C10 neutralizes by diminishing Zika but enhancing dengue virus dynamics.",34852238,"10.1016/j.cell.2021.11.009","Cell","Duke-National University of Singapore Medical School, 8 College Road, Singapore 169857, Singapore","2","F"
"2554","Valérie","","","Roux",2,"Probing the free-state solution behavior of drugs and their tendencies to self-aggregate into nano-entities.",34707256,"10.1038/s41596-021-00612-3","Nature protocols","Université du Québec, INRS-Centre Armand-Frappier Santé Biotechnologie, Laval, Quebec, Canada","0","F"
"2555","Valerie","A","","Wallace",15,"Photoreceptor nanotubes mediate the in vivo exchange of intracellular material.",34494680,"10.15252/embj.2020107264","The EMBO journal","Donald K. Johnson Eye Institute, Krembil Research Institute, University Health Network, Toronto, ON, Canada","3","F"
"2556","Valsamma","","","Eapen",36,"Autism-related dietary preferences mediate autism-gut microbiome associations.",34767757,"10.1016/j.cell.2021.10.015","Cell","School of Psychiatry, Faculty of Medicine, University of New South Wales, Sydney, New South Wales 2052, Australia","0","F"
"2557","Vanessa","","","Hertlein",8,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.",34931711,"10.15252/embj.2021108690","The EMBO journal","Interfaculty Institute of Biochemistry, Eberhard-Karls-Universität Tübingen, Tübingen, Germany","0","F"
"2558","Vanessa","","","Nakonecnij",39,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","F"
"2559","Vasileios","","","Rantos",1,"Integrative structural modeling of macromolecular complexes using Assembline.",34845384,"10.1038/s41596-021-00640-z","Nature protocols","Centre for Structural Systems Biology (CSSB), Hamburg, Germany","0","M"
"2560","Vasiliki","","","Pantazi",7,"CDKL5 kinase controls transcription-coupled responses to DNA damage.",34605059,"10.15252/embj.2021108271","The EMBO journal","Albert Szent-Györgyi Medical School, Institute of Pathology, University of Szeged, Szeged, Hungary","0","F"
"2561","Ved","V","","Topkar",8,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.",34773119,"10.1038/s41596-021-00626-x","Nature protocols","Molecular Pathology Unit, Massachusetts General Hospital, Charlestown, MA, USA","0","M"
"2562","Venkata","","","Satagopam",76,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","M"
"2563","Vera","","","Ortseifen",71,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","F"
"2564","Verena","","","Hurst",1,"A regulatory phosphorylation site on Mec1 controls chromatin occupancy of RNA polymerases during replication stress.",34569643,"10.15252/embj.2021108439","The EMBO journal","Friedrich Miescher Institute for Biomedical Research, Basel, Switzerland","0","F"
"2565","Veronica","","","Krenn",6,"Neurotransmitter signaling regulates distinct phases of multimodal human interneuron migration.",34661293,"10.15252/embj.2021108714","The EMBO journal","Institute of Molecular Biotechnology of the Austrian Academy of Sciences (IMBA), Vienna, Austria","1","F"
"2566","Veronica","","","Shamovsky",65,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","F"
"2567","Véronique","","","Gouverneur",4,"Multigram synthesis of N-alkyl bis-ureas for asymmetric hydrogen bonding phase-transfer catalysis.",34759385,"10.1038/s41596-021-00625-y","Nature protocols","Chemistry Research Laboratory, University of Oxford, Oxford, UK. veronique.gouverneur@chem.ox.ac","0",""
"2568","Vicente","","","Valenzuela",19,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.",34904718,"10.15252/embj.2020105531","The EMBO journal","Biomedical Neuroscience Institute, Faculty of Medicine, University of Chile, Santiago, Chile","0","M"
"2569","Victoria","","","Hall",50,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"10.1016/j.cell.2021.10.011","Cell","Public Health England, Colindale, London, UK","24","F"
"2570","Victoria","S","","Nudell",4,"Acetylcholine-synthesizing macrophages in subcutaneous fat are regulated by β2 -adrenergic signaling.",34459015,"10.15252/embj.2020106061","The EMBO journal","Department of Neuroscience, The Scripps Research Institute, La Jolla, CA, USA","0","F"
"2571","Vidisha","","","Singh",7,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","F"
"2572","Vidmante","","","Fuchs",5,"Commensal microbiota divergently affect myeloid subsets in the mammalian central nervous system during homeostasis and disease.",34622466,"10.15252/embj.2021108605","The EMBO journal","Institute of Neuropathology, Faculty of Medicine, University of Freiburg, Freiburg, Germany","0","F"
"2573","Vijay","K","","Kuchroo",16,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.",34875227,"10.1016/j.cell.2021.11.018","Cell","Evergrande Center for Immunologic Diseases, Harvard Medical School and Brigham and Women's Hospital, Boston, MA 02115, USA","0","M"
"2574","Viktoriya","","","Borisevich",7,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.",34715022,"10.1016/j.cell.2021.09.035","Cell","Galveston National Laboratory, Galveston, TX 77550, USA","0","F"
"2575","Vilja","","","Pietiäinen",14,"SARS-CoV-2-host proteome interactions for antiviral drug discovery.",34709727,"10.15252/msb.202110396","Molecular systems biology","Helsinki Institute of Life Science, University of Helsinki, Helsinki, Finland","0","F"
"2576","Vincent","","","Chan",37,"Discovering dominant tumor immune archetypes in a pan-cancer census.",34963056,"10.1016/j.cell.2021.12.004","Cell","ImmunoX Initiative, University of California, San Francisco, San Francisco, CA 94143, USA","0","M"
"2577","Vincent","","","Noël",115,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","M"
