FirstName,LastName,Order,PMID,DOI,Journal,Field,CitationCount,Gender,Date.Received,Date.Published,Title,Address
Rafael,Fernandes,9,33505513,10.1038/s41567-019-0736-9,Nature physics,Physics,14,M,4/2/19,12/23/19,Sixfold enhancement of superconductivity in a tunable electronic nematic system.,NA
Sangjun,Lee,10,33505513,10.1038/s41567-019-0736-9,Nature physics,Physics,14,M,4/2/19,12/23/19,Sixfold enhancement of superconductivity in a tunable electronic nematic system.,NA
Peter,Abbamonte,11,33505513,10.1038/s41567-019-0736-9,Nature physics,Physics,14,M,4/2/19,12/23/19,Sixfold enhancement of superconductivity in a tunable electronic nematic system.,NA
Jeffrey,Lynn,12,33505513,10.1038/s41567-019-0736-9,Nature physics,Physics,14,M,4/2/19,12/23/19,Sixfold enhancement of superconductivity in a tunable electronic nematic system.,NA
Johnpierre,Paglione,13,33505513,10.1038/s41567-019-0736-9,Nature physics,Physics,14,M,4/2/19,12/23/19,Sixfold enhancement of superconductivity in a tunable electronic nematic system.,NA
Harold,McNamara,1,33790984,10.1038/s41567-019-0765-4,Nature physics,Physics,21,M,5/14/19,1/20/20,Bioelectrical domain walls in homogeneous tissues.,NA
Rajath,Salegame,2,33790984,10.1038/s41567-019-0765-5,Nature physics,Physics,21,M,5/14/19,1/20/20,Bioelectrical domain walls in homogeneous tissues.,NA
Ziad,Al Tanoury,3,33790984,10.1038/s41567-019-0765-6,Nature physics,Physics,21,M,5/14/19,1/20/20,Bioelectrical domain walls in homogeneous tissues.,NA
Haitan,Xu,4,33790984,10.1038/s41567-019-0765-7,Nature physics,Physics,21,M,5/14/19,1/20/20,Bioelectrical domain walls in homogeneous tissues.,NA
Shahinoor,Begum,5,33790984,10.1038/s41567-019-0765-8,Nature physics,Physics,21,M,5/14/19,1/20/20,Bioelectrical domain walls in homogeneous tissues.,NA
Gloria,Ortiz,6,33790984,10.1038/s41567-019-0765-9,Nature physics,Physics,21,F,5/14/19,1/20/20,Bioelectrical domain walls in homogeneous tissues.,NA
Olivier,Pourquie,7,33790984,10.1038/s41567-019-0765-10,Nature physics,Physics,21,M,5/14/19,1/20/20,Bioelectrical domain walls in homogeneous tissues.,NA
Adam,Cohen,8,33790984,10.1038/s41567-019-0765-11,Nature physics,Physics,21,M,5/14/19,1/20/20,Bioelectrical domain walls in homogeneous tissues.,NA
A,Erzberger,1,33790985,10.1038/s41567-020-0894-9.,Nature physics,Physics,6,F,7/29/19,5/11/20,Mechanochemical symmetry breaking during morphogenesis of lateral-line sensory organs.,NA
A,Jacobo,2,33790985,10.1038/s41567-020-0894-9.,Nature physics,Physics,6,M,7/29/19,5/11/20,Mechanochemical symmetry breaking during morphogenesis of lateral-line sensory organs.,NA
A,Dasgupta,3,33790985,10.1038/s41567-020-0894-9.,Nature physics,Physics,6,M,7/29/19,5/11/20,Mechanochemical symmetry breaking during morphogenesis of lateral-line sensory organs.,NA
A,Hudspeth,4,33790985,10.1038/s41567-020-0894-9.,Nature physics,Physics,6,M,7/29/19,5/11/20,Mechanochemical symmetry breaking during morphogenesis of lateral-line sensory organs.,NA
Sadamori,Kojaku,1,34367312,10.1038/s41567-021-01187-2,Nature physics,Physics,47,M,9/18/20,2/25/21,The effectiveness of backward contact tracing in networks.,"Center for Complex Networks and Systems Research, Luddy School of Informatics, Computing, and Engineering, Indiana University, Bloomington, IN, USA"
Laurent,Hébert-Dufresne,2,34367312,10.1038/s41567-021-01187-2,Nature physics,Physics,47,M,9/18/20,2/25/21,The effectiveness of backward contact tracing in networks.,"Vermont Complex Systems Center, University of Vermont, Burlington, VT, USA"
Enys,Mones,3,34367312,10.1038/s41567-021-01187-2,Nature physics,Physics,47,M,9/18/20,2/25/21,The effectiveness of backward contact tracing in networks.,"DTU Compute, Technical University of Denmark, Lyngby, Denmark"
Sune,Lehmann,4,34367312,10.1038/s41567-021-01187-2,Nature physics,Physics,47,M,9/18/20,2/25/21,The effectiveness of backward contact tracing in networks.,"DTU Compute, Technical University of Denmark, Lyngby, Denmark"
Yong-Yeol,Ahn,5,34367312,10.1038/s41567-021-01187-2,Nature physics,Physics,47,M,9/18/20,2/25/21,The effectiveness of backward contact tracing in networks.,"Center for Complex Networks and Systems Research, Luddy School of Informatics, Computing, and Engineering, Indiana University, Bloomington, IN, USA"
Sangwoo,Kim,1,34367313,10.1038/s41567-021-01215-1,Nature physics,Physics,13,M,6/1/20,4/12/21,Embryonic Tissues as Active Foams.,"Department of Mechanical Engineering, University of California, Santa Barbara, CA 93106, USA"
Marie,Pochitaloff,2,34367313,10.1038/s41567-021-01215-1,Nature physics,Physics,13,F,6/1/20,4/12/21,Embryonic Tissues as Active Foams.,"Department of Mechanical Engineering, University of California, Santa Barbara, CA 93106, USA"
Georgina,Stooke-Vaughan,3,34367313,10.1038/s41567-021-01215-1,Nature physics,Physics,13,F,6/1/20,4/12/21,Embryonic Tissues as Active Foams.,"Department of Mechanical Engineering, University of California, Santa Barbara, CA 93106, USA"
Otger,Campàs,4,34367313,10.1038/s41567-021-01215-1,Nature physics,Physics,13,M,6/1/20,4/12/21,Embryonic Tissues as Active Foams.,"Department of Mechanical Engineering, University of California, Santa Barbara, CA 93106, USA"
Gordon,Drake,1,34408786,10.1038/s41567-020-01095-x,Nature physics,Physics,0,M,12/2/20,12/2/20,Simplify your life.,"University of Windsor, Windsor, Ontario, Canada"
Eite,Tiesinga,2,34408786,10.1038/s41567-020-01095-x,Nature physics,Physics,0,M,12/2/20,12/2/20,Simplify your life.,"University of Windsor, Windsor, Ontario, Canada"
Ludovic,Chopineau,1,34413892,10.1038/s41567-021-01253-9,Nature physics,Physics,5,M,6/4/20,6/3/21,Spatio-temporal characterization of attosecond pulses from plasma mirrors.,"Université Paris-Saclay, CEA, CNRS, LIDYL, 91191, Gif-sur-Yvette, France"
Adrien,Denoeud,2,34413892,10.1038/s41567-021-01253-9,Nature physics,Physics,5,M,6/4/20,6/3/21,Spatio-temporal characterization of attosecond pulses from plasma mirrors.,"Université Paris-Saclay, CEA, CNRS, LIDYL, 91191, Gif-sur-Yvette, France"
Adrien,Leblanc,3,34413892,10.1038/s41567-021-01253-9,Nature physics,Physics,5,M,6/4/20,6/3/21,Spatio-temporal characterization of attosecond pulses from plasma mirrors.,"LOA, ENSTA ParisTech, CNRS, Ecole polytechnique, Université Paris-Saclay, 828 bd des Maréchaux, 91762 Palaiseau cedex France"
Elkana,Porat,4,34413892,10.1038/s41567-021-01253-9,Nature physics,Physics,5,M,6/4/20,6/3/21,Spatio-temporal characterization of attosecond pulses from plasma mirrors.,"The School of Physics and Astronomy, Tel Aviv University, Tel Aviv 69978, Israel"
Philippe,Martin,5,34413892,10.1038/s41567-021-01253-9,Nature physics,Physics,5,M,6/4/20,6/3/21,Spatio-temporal characterization of attosecond pulses from plasma mirrors.,"Université Paris-Saclay, CEA, CNRS, LIDYL, 91191, Gif-sur-Yvette, France"
Henri,Vincenti,6,34413892,10.1038/s41567-021-01253-9,Nature physics,Physics,5,M,6/4/20,6/3/21,Spatio-temporal characterization of attosecond pulses from plasma mirrors.,"Université Paris-Saclay, CEA, CNRS, LIDYL, 91191, Gif-sur-Yvette, France"
Fabien,Quéré,7,34413892,10.1038/s41567-021-01253-9,Nature physics,Physics,5,M,6/4/20,6/3/21,Spatio-temporal characterization of attosecond pulses from plasma mirrors.,"Université Paris-Saclay, CEA, CNRS, LIDYL, 91191, Gif-sur-Yvette, France"
J,Hortensius,1,34512793,10.1038/s41567-021-01290-4,Nature physics,Physics,6,M,1/28/21,7/29/21,Coherent spin-wave transport in an antiferromagnet.,"Kavli Institute of Nanoscience, Delft University of Technology, P.O. Box 5046, 2600 GA Delft, The Netherlands"
D,Afanasiev,2,34512793,10.1038/s41567-021-01290-4,Nature physics,Physics,6,M,1/28/21,7/29/21,Coherent spin-wave transport in an antiferromagnet.,"Kavli Institute of Nanoscience, Delft University of Technology, P.O. Box 5046, 2600 GA Delft, The Netherlands"
M,Matthiesen,3,34512793,10.1038/s41567-021-01290-4,Nature physics,Physics,6,Unk,1/28/21,7/29/21,Coherent spin-wave transport in an antiferromagnet.,"Kavli Institute of Nanoscience, Delft University of Technology, P.O. Box 5046, 2600 GA Delft, The Netherlands"
R,Leenders,4,34512793,10.1038/s41567-021-01290-4,Nature physics,Physics,6,Unk,1/28/21,7/29/21,Coherent spin-wave transport in an antiferromagnet.,"Department of Physics, Lancaster University, Bailrigg, Lancaster LA1 4YW, United Kingdom"
R,Citro,5,34512793,10.1038/s41567-021-01290-4,Nature physics,Physics,6,F,1/28/21,7/29/21,Coherent spin-wave transport in an antiferromagnet.,"Dipartimento di Fisica ""E.R. Caianiello"", Università di Salerno and Spin-CNR, I-84084 Fisciano (Sa), Italy"
A,Kimel,6,34512793,10.1038/s41567-021-01290-4,Nature physics,Physics,6,Unk,1/28/21,7/29/21,Coherent spin-wave transport in an antiferromagnet.,"Institute for Molecules and Materials, Radboud University Nijmegen, 6525 AJ Nijmegen, The Netherlands"
R,Mikhaylovskiy,7,34512793,10.1038/s41567-021-01290-4,Nature physics,Physics,6,M,1/28/21,7/29/21,Coherent spin-wave transport in an antiferromagnet.,"Department of Physics, Lancaster University, Bailrigg, Lancaster LA1 4YW, United Kingdom"
B,Ivanov,8,34512793,10.1038/s41567-021-01290-4,Nature physics,Physics,6,M,1/28/21,7/29/21,Coherent spin-wave transport in an antiferromagnet.,"Institute of Magnetism, National Academy of Sciences and Ministry of Education and Science, 03142 Kyiv, Ukraine"
A,Caviglia,9,34512793,10.1038/s41567-021-01290-4,Nature physics,Physics,6,Unk,1/28/21,7/29/21,Coherent spin-wave transport in an antiferromagnet.,"Kavli Institute of Nanoscience, Delft University of Technology, P.O. Box 5046, 2600 GA Delft, The Netherlands"
Marina,Feric,1,34531921,10.1038/s41567-021-01286-0,Nature physics,Physics,0,F,7/8/21,9/1/21,Droplets take DNA by force.,"National Cancer Institute, National Institutes of Health, Bethesda, MD, USA"
Nicolas,Chartier,1,34777551,10.1038/s41567-021-01235-x,Nature physics,Physics,2,M,9/15/20,5/20/21,A hydraulic instability drives the cell death decision in the nematode germline.,"Biotechnology Center, TU Dresden, Dresden, Germany"
Arghyadip,Mukherjee,2,34777551,10.1038/s41567-021-01235-x,Nature physics,Physics,2,M,9/15/20,5/20/21,A hydraulic instability drives the cell death decision in the nematode germline.,"Max Planck Institute of Molecular Cell Biology and Genetics (MPI-CBG), Dresden, Germany"
Julia,Pfanzelter,3,34777551,10.1038/s41567-021-01235-x,Nature physics,Physics,2,F,9/15/20,5/20/21,A hydraulic instability drives the cell death decision in the nematode germline.,"Biotechnology Center, TU Dresden, Dresden, Germany"
Sebastian,Fürthauer,4,34777551,10.1038/s41567-021-01235-x,Nature physics,Physics,2,M,9/15/20,5/20/21,A hydraulic instability drives the cell death decision in the nematode germline.,"Center for Computational Biology, Flatiron Institute, New York, NY USA"
Ben,Larson,5,34777551,10.1038/s41567-021-01235-x,Nature physics,Physics,2,M,9/15/20,5/20/21,A hydraulic instability drives the cell death decision in the nematode germline.,"Department of Molecular and Cell Biology, University of California, Berkeley, CA USA"
Anatol,Fritsch,6,34777551,10.1038/s41567-021-01235-x,Nature physics,Physics,2,M,9/15/20,5/20/21,A hydraulic instability drives the cell death decision in the nematode germline.,"Max Planck Institute of Molecular Cell Biology and Genetics (MPI-CBG), Dresden, Germany"
Rana,Amini,7,34777551,10.1038/s41567-021-01235-x,Nature physics,Physics,2,F,9/15/20,5/20/21,A hydraulic instability drives the cell death decision in the nematode germline.,"Max Planck Institute of Molecular Cell Biology and Genetics (MPI-CBG), Dresden, Germany"
Moritz,Kreysing,8,34777551,10.1038/s41567-021-01235-x,Nature physics,Physics,2,M,9/15/20,5/20/21,A hydraulic instability drives the cell death decision in the nematode germline.,"Max Planck Institute of Molecular Cell Biology and Genetics (MPI-CBG), Dresden, Germany"
Frank,Jülicher,9,34777551,10.1038/s41567-021-01235-x,Nature physics,Physics,2,M,9/15/20,5/20/21,A hydraulic instability drives the cell death decision in the nematode germline.,"Max Planck Institute for the Physics of Complex Systems (MPI-PKS), Dresden, Germany"
Stephan,Grill,10,34777551,10.1038/s41567-021-01235-x,Nature physics,Physics,2,M,9/15/20,5/20/21,A hydraulic instability drives the cell death decision in the nematode germline.,"Biotechnology Center, TU Dresden, Dresden, Germany"
Samer,Afach,1,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Helmholtz-Institut Mainz, GSI Helmholtzzentrum für Schwerionenforschung, Darmstadt, Germany"
Ben,Buchler,2,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Centre for Quantum Computation and Communication Technology, Research School of Physics, The Australian National University, Acton, ACT Australia"
Dmitry,Budker,3,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Helmholtz-Institut Mainz, GSI Helmholtzzentrum für Schwerionenforschung, Darmstadt, Germany"
Conner,Dailey,4,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics, University of Nevada, Reno, NV USA"
Andrei,Derevianko,5,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics, University of Nevada, Reno, NV USA"
Vincent,Dumont,6,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Computational Research Division, Lawrence Berkeley National Laboratory, Berkeley, CA USA"
Nataniel,Figueroa,7,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Helmholtz-Institut Mainz, GSI Helmholtzzentrum für Schwerionenforschung, Darmstadt, Germany"
Ilja,Gerhardt,8,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Institute for Quantum Science and Technology (IQST), 3rd Institute of Physics, and Max Planck Institute for Solid State Research, Stuttgart, Germany"
Zoran,Grujic,9,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,NA
Hong,Guo,10,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"State Key Laboratory of Advanced Optical Communication Systems and Networks, Department of Electronics, and Center for Quantum Information Technology, Peking University, Beijing, China"
Chuanpeng,Hao,11,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,Unk,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Precision Machinery and Precision Instrumentation, University of Science and Technology of China, Hefei, People's Republic of China"
Paul,Hamilton,12,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics and Astronomy, University of California, Los Angeles, CA USA"
Morgan,Hedges,13,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Centre for Quantum Computation and Communication Technology, Research School of Physics, The Australian National University, Acton, ACT Australia"
Derek,Jackson Kimball,14,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics, California State University-East Bay, Hayward, CA USA"
Dongok,Kim,15,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Center for Axion and Precision Physics Research, IBS, Daejeon, Republic of Korea"
Sami,Khamis,16,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics and Astronomy, University of California, Los Angeles, CA USA"
Thomas,Kornack,17,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Twinleaf LLC, Plainsboro, NJ USA"
Victor,Lebedev,18,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Physics Department, University of Fribourg, Fribourg, Switzerland"
Zheng-Tian,Lu,19,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Hefei National Laboratory for Physical Sciences at the Microscale, University of Science and Technology of China, Hefei, People's Republic of China"
Hector,Masia-Roig,20,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Helmholtz-Institut Mainz, GSI Helmholtzzentrum für Schwerionenforschung, Darmstadt, Germany"
Madeline,Monroy,21,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,F,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics, University of California at Berkeley, Berkeley, CA USA"
Mikhail,Padniuk,22,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Institute of Physics, Jagiellonian University, Kraków, Poland"
Christopher,Palm,23,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics, California State University-East Bay, Hayward, CA USA"
Sun,Park,24,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics and Astronomy, Oberlin College, Oberlin, OH USA"
Karun,Paul,25,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Centre for Quantum Computation and Communication Technology, Research School of Physics, The Australian National University, Acton, ACT Australia"
Alexander,Penaflor,26,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics, California State University-East Bay, Hayward, CA USA"
Xiang,Peng,27,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"State Key Laboratory of Advanced Optical Communication Systems and Networks, Department of Electronics, and Center for Quantum Information Technology, Peking University, Beijing, China"
Maxim,Pospelov,28,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"School of Physics and Astronomy, University of Minnesota, Minneapolis, MN USA"
Rayshaun,Preston,29,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics, California State University-East Bay, Hayward, CA USA"
Szymon,Pustelny,30,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Institute of Physics, Jagiellonian University, Kraków, Poland"
Theo,Scholtes,31,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Physics Department, University of Fribourg, Fribourg, Switzerland"
Perrin,Segura,32,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics and Astronomy, Oberlin College, Oberlin, OH USA"
Yannis,Semertzidis,33,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Center for Axion and Precision Physics Research, IBS, Daejeon, Republic of Korea"
Dong,Sheng,34,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Precision Machinery and Precision Instrumentation, University of Science and Technology of China, Hefei, People's Republic of China"
Yun,Shin,35,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,F,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Center for Axion and Precision Physics Research, IBS, Daejeon, Republic of Korea"
Joseph,Smiga,36,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Helmholtz-Institut Mainz, GSI Helmholtzzentrum für Schwerionenforschung, Darmstadt, Germany"
Jason,Stalnaker,37,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics and Astronomy, Oberlin College, Oberlin, OH USA"
Ibrahim,Sulai,38,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics and Astronomy, Bucknell University, Lewisburg, PA USA"
Dhruv,Tandon,39,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics and Astronomy, Oberlin College, Oberlin, OH USA"
Tao,Wang,40,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics, Princeton University, Princeton, NJ USA"
Antoine,Weis,41,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Physics Department, University of Fribourg, Fribourg, Switzerland"
Arne,Wickenbrock,42,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Helmholtz-Institut Mainz, GSI Helmholtzzentrum für Schwerionenforschung, Darmstadt, Germany"
Tatum,Wilson,43,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,F,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Department of Physics, California State University-East Bay, Hayward, CA USA"
Teng,Wu,44,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"State Key Laboratory of Advanced Optical Communication Systems and Networks, Department of Electronics, and Center for Quantum Information Technology, Peking University, Beijing, China"
David,Wurm,45,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"Technische Universität München, Garching, Germany"
Wei,Xiao,46,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"State Key Laboratory of Advanced Optical Communication Systems and Networks, Department of Electronics, and Center for Quantum Information Technology, Peking University, Beijing, China"
Yucheng,Yang,47,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"State Key Laboratory of Advanced Optical Communication Systems and Networks, Department of Electronics, and Center for Quantum Information Technology, Peking University, Beijing, China"
Dongrui,Yu,48,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"State Key Laboratory of Advanced Optical Communication Systems and Networks, Department of Electronics, and Center for Quantum Information Technology, Peking University, Beijing, China"
Jianwei,Zhang,49,34966439,10.1038/s41567-021-01393-y,Nature physics,Physics,0,M,3/9/21,12/7/21,Search for topological defect dark matter with a global network of optical magnetometers.,"State Key Laboratory of Advanced Optical Communication Systems and Networks, Department of Electronics, and Center for Quantum Information Technology, Peking University, Beijing, China"
Stefan,Howorka,1,34873581,10.1038/s41570-021-00347-5,Nature reviews. Chemistry,Physics,0,M,12/2/21,12/6/21,Rebuilding research.,"Department of Chemistry, Institute of Structural and Molecular Biology, University College London, London, UK"
L,Ford,1,34352740,10.1088/1361-6633/ac1b23,Reports on progress in physics. Physical Society (Great Britain),Physics,2,Unk,2/2/21,10/22/21,Cosmological particle production: a review.,"Institute of Cosmology, Department of Physics and Astronomy, Tufts University, Medford, MA 02155, United States of America"
Jean-Nicolas,Audinot,1,34404033,10.1088/1361-6633/ac1e32,Reports on progress in physics. Physical Society (Great Britain),Physics,2,M,12/8/20,9/15/21,Highest resolution chemical imaging based on secondary ion mass spectrometry performed on the helium ion microscope.,"Advanced Instrumentation for Nano-Analytics (AINA), MRT Department, Luxembourg Institute of Science and Technology (LIST), 41 rue du Brill, L-4422 Belvaux, Luxembourg"
Patrick,Philipp,2,34404033,10.1088/1361-6633/ac1e32,Reports on progress in physics. Physical Society (Great Britain),Physics,2,M,12/8/20,9/15/21,Highest resolution chemical imaging based on secondary ion mass spectrometry performed on the helium ion microscope.,"Advanced Instrumentation for Nano-Analytics (AINA), MRT Department, Luxembourg Institute of Science and Technology (LIST), 41 rue du Brill, L-4422 Belvaux, Luxembourg"
Olivier,De Castro,3,34404033,10.1088/1361-6633/ac1e32,Reports on progress in physics. Physical Society (Great Britain),Physics,2,M,12/8/20,9/15/21,Highest resolution chemical imaging based on secondary ion mass spectrometry performed on the helium ion microscope.,"Advanced Instrumentation for Nano-Analytics (AINA), MRT Department, Luxembourg Institute of Science and Technology (LIST), 41 rue du Brill, L-4422 Belvaux, Luxembourg"
Antje,Biesemeier,4,34404033,10.1088/1361-6633/ac1e32,Reports on progress in physics. Physical Society (Great Britain),Physics,2,F,12/8/20,9/15/21,Highest resolution chemical imaging based on secondary ion mass spectrometry performed on the helium ion microscope.,"Advanced Instrumentation for Nano-Analytics (AINA), MRT Department, Luxembourg Institute of Science and Technology (LIST), 41 rue du Brill, L-4422 Belvaux, Luxembourg"
Quang,Hoang,5,34404033,10.1088/1361-6633/ac1e32,Reports on progress in physics. Physical Society (Great Britain),Physics,2,M,12/8/20,9/15/21,Highest resolution chemical imaging based on secondary ion mass spectrometry performed on the helium ion microscope.,"Advanced Instrumentation for Nano-Analytics (AINA), MRT Department, Luxembourg Institute of Science and Technology (LIST), 41 rue du Brill, L-4422 Belvaux, Luxembourg"
Tom,Wirtz,6,34404033,10.1088/1361-6633/ac1e32,Reports on progress in physics. Physical Society (Great Britain),Physics,2,M,12/8/20,9/15/21,Highest resolution chemical imaging based on secondary ion mass spectrometry performed on the helium ion microscope.,"Advanced Instrumentation for Nano-Analytics (AINA), MRT Department, Luxembourg Institute of Science and Technology (LIST), 41 rue du Brill, L-4422 Belvaux, Luxembourg"
A,Carvalho,1,34474406,10.1088/1361-6633/ac2356,Reports on progress in physics. Physical Society (Great Britain),Physics,0,F,1/18/21,9/27/21,Computational methods for 2D materials modelling.,"Centre for Advanced 2D Materials, National University of Singapore, 6 Science Drive 2, 117546, Singapore"
P,Trevisanutto,2,34474406,10.1088/1361-6633/ac2356,Reports on progress in physics. Physical Society (Great Britain),Physics,0,M,1/18/21,9/27/21,Computational methods for 2D materials modelling.,"European Centre for Theoretical Studies in Nuclear Physics and Related Areas (ECT*-FBK) and Trento Institute for Fundamental Physics and Applications (TIFPA-INFN), Via Sommarive, 14, 38123 Povo TN, Trento, Italy"
