"","ForeName","X","DOI","Middle1","Middle2","LastName","Order","Title","PMID","Journal","Address","CitationCount","proportion_male","proportion_female","gender","year_min","year_max"
"2473","Thomas",144,"10.1016/j.cell.2021.09.033","","","Schöndorf",9,"An in vitro system to silence mitochondrial gene expression.",34672953,"Cell","Department of Cellular Biochemistry, University Medical Center Göttingen, 37073 Göttingen, Germany",3,0.9964,0.0036,"male",1932,2012
"2474","Thomas",2419,"10.15252/embj.2021108708","J","","Goss",2,"Distinct heterochromatin-like domains promote transcriptional memory and silence parasitic genetic elements in bacteria.",34961960,"The EMBO journal","Department of Biological Chemistry, University of Michigan Medical School, Ann Arbor, MI, USA",0,0.9964,0.0036,"male",1932,2012
"2475","Thomas",2367,"10.15252/embj.2021108605","","","Blank",8,"Commensal microbiota divergently affect myeloid subsets in the mammalian central nervous system during homeostasis and disease.",34622466,"The EMBO journal","Institute of Neuropathology, Faculty of Medicine, University of Freiburg, Freiburg, Germany",0,0.9964,0.0036,"male",1932,2012
"2476","Thorben",2656,"10.15252/msb.202110504","","","Schramm",3,"Deciphering the physiological response of Escherichia coli under high ATP demand.",34928538,"Molecular systems biology","Dynamic Control of Metabolic Networks, Max Planck Institute for Terrestrial Microbiology, Marburg, Germany",0,NA,NA,NA,NA,NA
"2477","Thorsten",1246,"10.1016/j.cell.2021.11.033","","","Wolff",59,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"Cell","Unit 17 Influenza and other Respiratory Viruses, Robert Koch Institute, Berlin, Germany",0,1,0,"male",1932,2012
"2478","Thorsten",2366,"10.15252/embj.2021108605","","","Buch",7,"Commensal microbiota divergently affect myeloid subsets in the mammalian central nervous system during homeostasis and disease.",34622466,"The EMBO journal","Institute of Laboratory Animal Science, University of Zurich, Zurich, Switzerland",0,1,0,"male",1932,2012
"2479","Thorsten",590,"10.1016/j.cell.2021.10.026","","","Braun",5,"Over-celling fetal microbial exposure.",34822779,"Cell","Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt-Universität zu Berlin, Department of Obstetrics and 'Experimental Obstetrics', Berlin, Germany",0,1,0,"male",1932,2012
"2480","Thorvaldur",742,"10.1016/j.cell.2021.11.003","","","Ingvarsson",19,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"Cell","",0,NA,NA,NA,NA,NA
"2481","Thushan",328,"10.1016/j.cell.2021.10.011","I","","de Silva",56,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"Cell","Sheffield Teaching Hospitals NHS Foundation Trust, Sheffield, UK",24,NA,NA,NA,NA,NA
"2482","Tian",779,"10.1016/j.cell.2021.11.003","T","","Wu",7,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"Cell","",0,0.5316,0.4684,"male",1932,2012
"2483","Tian-Min",136,"10.1016/j.cell.2021.09.032","","","Fu",6,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.",34678144,"Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA",0,NA,NA,NA,NA,NA
"2484","Tiana",408,"10.1016/j.cell.2021.10.015","","","McLaren",9,"Autism-related dietary preferences mediate autism-gut microbiome associations.",34767757,"Cell","Institute for Molecular Bioscience, The University of Queensland, St Lucia, Queensland 4072, Australia",0,4e-04,0.9996,"female",1932,2012
"2485","Tianhui",155,"10.1016/j.cell.2021.09.034","","","Liu",5,"Cytoplasmic DNA: sources, sensing, and role in aging and disease.",34715021,"Cell","Aging, Cancer and Immuno-oncology Program, Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA 92037, USA",0,NA,NA,NA,NA,NA
"2486","Tianyang",816,"10.1016/j.cell.2021.11.007","","","Mao",8,"Neoantigen-driven B cell and CD4 T follicular helper cell collaboration promotes anti-tumor CD8 T cell responses.",34852236,"Cell","Department of Immunobiology, Yale University School of Medicine, New Haven, CT 06520, USA",1,NA,NA,NA,NA,NA
"2487","Tianyu",1138,"10.1016/j.cell.2021.11.030","","","Yang",17,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.",34942100,"Cell","",0,NA,NA,NA,NA,NA
"2488","Tibor",2237,"10.15252/embj.2021108271","","","Pankotai",12,"CDKL5 kinase controls transcription-coupled responses to DNA damage.",34605059,"The EMBO journal","Albert Szent-Györgyi Medical School, Institute of Pathology, University of Szeged, Szeged, Hungary",0,1,0,"male",1932,2012
"2489","Tiezhu",2612,"10.15252/embj.2021110306","","","Shi",2,"Cytosolic GDH1 degradation restricts protein synthesis to sustain tumor cell survival following amino acid deprivation.",34927267,"The EMBO journal","",0,NA,NA,NA,NA,NA
"2490","Tiina",2648,"10.15252/msb.202110396","","","Öhman",8,"SARS-CoV-2-host proteome interactions for antiviral drug discovery.",34709727,"Molecular systems biology","Institute of Biotechnology, University of Helsinki, Helsinki, Finland",0,0,1,"female",1932,2012
"2491","Till",2252,"10.15252/embj.2021108287","","","Strowig",9,"A versatile genetic toolbox for Prevotella copri enables studying polysaccharide utilization systems.",34676563,"The EMBO journal","Department of Microbial Immune Regulation, Helmholtz Centre for Infection Research, Braunschweig, Germany",1,1,0,"male",1932,2012
"2492","Till",2246,"10.15252/embj.2021108287","R","","Lesker",6,"A versatile genetic toolbox for Prevotella copri enables studying polysaccharide utilization systems.",34676563,"The EMBO journal","Department of Microbial Immune Regulation, Helmholtz Centre for Infection Research, Braunschweig, Germany",1,1,0,"male",1932,2012
"2493","Tim",1148,"10.1016/j.cell.2021.11.030","H-M","","Huang",16,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.",34942100,"Cell","",0,0.9975,0.0025,"male",1932,2012
"2494","Tim",691,"10.1016/j.cell.2021.11.001","","","Tasker",38,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.",34822784,"Cell","Sosei-Heptares, Steinmetz Building, Granta Park, Cambridge, CB21 6DG, UK",0,0.9975,0.0025,"male",1932,2012
"2495","Tim",1065,"10.1016/j.cell.2021.11.024","","","Wang",6,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.",34875226,"Cell","Janelia Research Campus, Howard Hughes Medical Institute, Ashburn, VA 20147, USA",0,0.9975,0.0025,"male",1932,2012
"2496","Tim",660,"10.1016/j.cell.2021.10.031","","","Nguyen",3,"Infodemics: A new challenge for public health.",34890548,"Cell","Impact Events Preparedness Unit, Global Infectious Hazards Preparedness Department, World Health Organization, Geneva, Switzerland",1,0.9975,0.0025,"male",1932,2012
"2497","Tim",1737,"10.1038/s41596-021-00634-x","","","Magnus",9,"Hyperosmolar blood-brain barrier opening using intra-arterial injection of hyperosmotic mannitol in mice under real-time MRI guidance.",34903870,"Nature protocols","Department of Neurology, University Medical Center Hamburg-Eppendorf, Hamburg, Germany",0,0.9975,0.0025,"male",1932,2012
"2498","Timothy",1158,"10.1016/j.cell.2021.11.031","","","Su",45,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"Cell","Department of Medicine, Division of Epidemiology, Vanderbilt Epidemiology Center, Vanderbilt University Medical Center, Nashville, TN, USA",0,0.9957,0.0043,"male",1932,2012
"2499","Timothy",1084,"10.1016/j.cell.2021.11.025","J","","Mitchison",4,"Extracellular hyaluronate pressure shaped by cellular tethers drives tissue morphogenesis.",34942099,"Cell","Department of Systems Biology, Harvard Medical School, Boston, MA 02115, USA",0,0.9957,0.0043,"male",1932,2012
"2500","Timothy",90,"10.1016/j.cell.2021.09.026","C","","Elston",9,"Biosensors based on peptide exposure show single molecule conformations in live cells.",34637702,"Cell","Department of Pharmacology, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",0,0.9957,0.0043,"male",1932,2012
"2501","Timothy",1703,"10.1038/s41596-021-00627-w","J","","Bussey",8,"The spontaneous location recognition task for assessing spatial pattern separation and memory across a delay in rats and mice.",34741153,"Nature protocols","Department of Physiology and Pharmacology, Schulich School of Medicine and Dentistry, Western University, London, Ontario, Canada. tbussey@uwo",0,0.9957,0.0043,"male",1932,2012
"2502","Tina",659,"10.1016/j.cell.2021.10.031","","","Purnat",14,"Infodemics: A new challenge for public health.",34890548,"Cell","Impact Events Preparedness Unit, Global Infectious Hazards Preparedness Department, World Health Organization, Geneva, Switzerland",1,0.003,0.997,"female",1932,2012
"2503","Tina",2201,"10.15252/embj.2021108234","","","Meischel",7,"DNA hypomethylation leads to cGAS-induced autoinflammation in the epidermis.",34586646,"The EMBO journal","Division of Cell and Developmental Biology, Center for Anatomy and Cell Biology, Medical University of Vienna, Vienna, Austria",0,0.003,0.997,"female",1932,2012
"2504","Tineke",2504,"10.15252/embj.2021108903","L","","Lenstra",7,"The Hda1 histone deacetylase limits divergent non-coding transcription and restricts transcription initiation frequency.",34661296,"The EMBO journal","Division of Gene Regulation, The Netherlands Cancer Institute (NKI), Oncode Institute, Amsterdam, The Netherlands",0,0,1,"female",1932,2012
"2505","Ting",2150,"10.15252/embj.2021108069","","","Shi",2,"Asparagine reinforces mTORC1 signaling to boost thermogenesis and glycolysis in adipose tissues.",34704268,"The EMBO journal","Key Laboratory of Metabolism and Molecular Medicine of the Ministry of Education, Department of Biochemistry and Molecular Biology of School of Basic Medical Sciences, Fudan University, Shanghai, China",0,0.1145,0.8855,"female",1932,2012
"2506","Ting",1206,"10.1016/j.cell.2021.11.032","","","Chen",7,"Efficient treatment and pre-exposure prophylaxis in rhesus macaques by an HIV fusion-inhibitory lipopeptide.",34919814,"Cell","NHC Key Laboratory of Human Disease Comparative Medicine, Beijing Key Laboratory for Animal Models of Emerging and Remerging Infectious Diseases, Institute of Laboratory Animal Science, Chinese Academy of Medical Sciences and Comparative Medicine Center, Peking Union Medical College, Beijing 100021, China",0,0.1145,0.8855,"female",1932,2012
"2507","Ting",36,"10.1016/j.cell.2021.09.021","","","Wang",13,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.",34644528,"Cell","Department of Genetics, Edison Family Center for Genome Science and System Biology, McDonnell Genome Institute, Washington University School of Medicine, St. Louis, MO 63110, USA. Electronic address: twang@wustl",0,0.1145,0.8855,"female",1932,2012
"2508","Tito",1607,"10.1038/s41596-021-00614-1","","","Calì",1,"Quantification of organelle contact sites by split-GFP-based contact site sensors (SPLICS) in living cells.",34686857,"Nature protocols","Department of Biomedical Sciences, University of Padua, Padua, Italy. tito.cali@unipd",0,1,0,"male",1932,2012
"2509","Tiziana",2319,"10.15252/embj.2021108518","","","Anelli",4,"Biogenesis of secretory immunoglobulin M requires intermediate non-native disulfide bonds and engagement of the protein disulfide isomerase ERp44.",34957576,"The EMBO journal","Division of Genetics and Cell Biology, Università Vita-Salute IRCCS Ospedale San Raffaele, Milano, Italy",0,0,1,"female",1932,2012
"2510","Tobias",1216,"10.1016/j.cell.2021.11.033","","","Krammer",12,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"Cell","Helmholtz Institute for RNA-based Infection Research (HIRI), Helmholtz-Center for Infection Research (HZI), Würzburg, Germany",0,1,0,"male",1932,2012
"2511","Tobias",2700,"10.15252/msb.202110851","","","Czauderna",22,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,1,0,"male",1932,2012
"2512","Tom",321,"10.1016/j.cell.2021.10.011","","","Malone",31,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"Cell","Peter Medawar Building for Pathogen Research, Nuffield Department of Clinical Medicine, University of Oxford, Oxford, UK",24,0.9969,0.0031,"male",1932,2012
"2513","Tom",467,"10.1016/j.cell.2021.10.022","","","Chou",17,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.",34813726,"Cell","Department of Computational Medicine, University of California, Los Angeles, Los Angeles, CA 90095, USA. Electronic address: tomchou@ucla",3,0.9969,0.0031,"male",1932,2012
"2514","Tom",1109,"10.1016/j.cell.2021.11.028","","","Chou",17,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.",34890555,"Cell","",0,0.9969,0.0031,"male",1932,2012
"2515","Tom",1910,"10.15252/embj.2020106837","A","","Ewing",7,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.",34873731,"The EMBO journal","Membrane Biochemistry &amp",0,0.9969,0.0031,"male",1932,2012
"2516","Tom",751,"10.1016/j.cell.2021.11.003","R","","Gaunt",53,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"Cell","",0,0.9969,0.0031,"male",1932,2012
"2517","Tom",324,"10.1016/j.cell.2021.10.011","","","Tipton",11,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"Cell","Wellcome Centre for Human Genetics, Nuffield Department of Medicine, University of Oxford, Oxford, UK",24,0.9969,0.0031,"male",1932,2012
"2518","Tom",2781,"10.15252/msb.202110851","C","","Freeman",120,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,0.9969,0.0031,"male",1932,2012
"2519","Tomáš",2772,"10.15252/msb.202110851","","","Helikar",106,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,NA,NA,NA,NA,NA
"2520","Tomasz",1787,"10.15252/embj.2019103787","","","Kochańczyk",2,"DNA asymmetry promotes SUMO modification of the single-stranded DNA-binding protein RPA.",34585421,"The EMBO journal","Structural Biology Program, Sloan Kettering Institute, New York, NY, USA",0,1,0,"male",1932,2012
"2521","Tomasz",219,"10.1016/j.cell.2021.10.004","","","Ahrends",1,"Enteric pathogens induce tissue tolerance and prevent neuronal loss from subsequent infections.",34717799,"Cell","Laboratory of Mucosal Immunology, The Rockefeller University, New York, NY, USA. Electronic address: tahrends@rockefeller",0,1,0,"male",1932,2012
"2522","Tommaso",1245,"10.1016/j.cell.2021.11.033","","","Mari",3,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"Cell","Max Delbrück Center for Molecular Medicine in the Helmholtz Association (MDC), Proteome Dynamics, Berlin, Germany",0,1,0,"male",1932,2012
"2523","Tonatiuh",1882,"10.15252/embj.2020106459","Pena","","Centeno",9,"Postnatal expression of the lysine methyltransferase SETD1B is essential for learning and the regulation of neuron-enriched genes.",34806773,"The EMBO journal","Department for Systems Medicine and Epigenetics, German Center for Neurodegenerative Diseases (DZNE), Göttingen, Germany",0,1,0,"male",1932,2012
"2524","Tong",501,"10.1016/j.cell.2021.10.023","","","Zhang",57,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.",34767776,"Cell","",0,1,0,"male",1932,2012
"2525","Tongqi",1416,"10.1016/j.cell.2021.12.006","","","Yuan",32,"The Chinese pine genome and methylome unveil key features of conifer evolution.",34965378,"Cell","Beijing Advanced Innovation Center for Tree Breeding by Molecular Design, National Engineering Laboratory for Tree Breeding, Key Laboratory of Genetics and Breeding in Forest Trees and Ornamental Plants, Ministry of Education, The Tree and Ornamental Plant Breeding and Biotechnology Laboratory of National Forestry and Grassland Administration, College of Biological Sciences and Technology, Beijing Forestry University, Beijing 100083, P.R. China",0,NA,NA,NA,NA,NA
"2526","Toni",1000,"10.1016/j.cell.2021.11.018","M","","Delorey",10,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.",34875227,"Cell","Klarman Cell Observatory, Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA",0,0.0134,0.9866,"female",1932,2012
"2527","Tõnu",758,"10.1016/j.cell.2021.11.003","","","Esko",60,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"Cell","",0,NA,NA,NA,NA,NA
"2528","Tony",1522,"10.1038/s41596-021-00525-1","P","","Huang",1,"Publisher Correction: Precision genome editing using cytosine and adenine base editors in mammalian cells.",34789924,"Nature protocols","Merkin Institute of Transformative Technologies in Healthcare, The Broad Institute of Harvard and MIT, Cambridge, MA, USA",0,0.9884,0.0116,"male",1932,2012
"2529","Tony",1085,"10.1016/j.cell.2021.11.025","Y-C","","Tsai",3,"Extracellular hyaluronate pressure shaped by cellular tethers drives tissue morphogenesis.",34942099,"Cell","Department of Systems Biology, Harvard Medical School, Boston, MA 02115, USA",0,0.9884,0.0116,"male",1932,2012
"2530","Tor",437,"10.1016/j.cell.2021.10.017","Erik","","Rusten",10,"Mammalian hybrid pre-autophagosomal structure HyPAS generates autophagosomes.",34741801,"Cell","Faculty of Medicine, University of Oslo, Oslo, Norway",0,1,0,"male",1932,2012
"2531","Toru",1936,"10.15252/embj.2020106973","","","Matsu-Ura",4,"Ontogeny and function of the circadian clock in intestinal organoids.",34704277,"The EMBO journal","Department of Pharmacology &amp",0,1,0,"male",1932,2012
"2532","Toshihiko",1984,"10.15252/embj.2020107485","","","Kawachi",1,"Regulated splicing of large exons is linked to phase-separation of vertebrate transcription factors.",34605568,"The EMBO journal","Division of Neurogenetics, Center for Neurological Diseases and Cancer, Nagoya University Graduate School of Medicine, Nagoya, Japan",0,NA,NA,NA,NA,NA
"2533","Toshiro",1192,"10.1016/j.cell.2021.11.031","","","Sato",36,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"Cell","Department of Organoid Medicine, Keio University School of Medicine, Tokyo, Japan",0,1,0,"male",1932,2012
"2534","Tristan",1362,"10.1016/j.cell.2021.12.004","","","Courau",15,"Discovering dominant tumor immune archetypes in a pan-cancer census.",34963056,"Cell","Department of Pathology, University of California, San Francisco, San Francisco, CA 94143, USA",0,0.9343,0.0657,"male",1932,2012
"2535","Tsuyoshi",457,"10.1016/j.cell.2021.10.021","","","Momose",2,"A genetically tractable jellyfish model for systems and evolutionary neuroscience.",34822783,"Cell","Sorbonne Université, CNRS, Laboratoire de Biologie du Développement de Villefranche-sur-Mer (LBDV), 06230 Villefranche-sur-Mer, France",3,1,0,"male",1932,2012
"2536","Tuan",2322,"10.15252/embj.2021108518","","","Nguyen",5,"Biogenesis of secretory immunoglobulin M requires intermediate non-native disulfide bonds and engagement of the protein disulfide isomerase ERp44.",34957576,"The EMBO journal","Department Chemistry, Technical University Munich, Garching, Germany",0,1,0,"male",1932,2012
"2537","Tuomas",2037,"10.15252/embj.2021107711","Pj","","Knowles",14,"Liquid-liquid phase separation underpins the formation of replication factories in rotaviruses.",34524703,"The EMBO journal","Department of Chemistry, University of Cambridge, Cambridge, UK",0,NA,NA,NA,NA,NA
"2538","Tuomo",2644,"10.15252/msb.202110396","","","Laitinen",3,"SARS-CoV-2-host proteome interactions for antiviral drug discovery.",34709727,"Molecular systems biology","School of Pharmacy, University of Eastern Finland, Kuopio, Finland",0,NA,NA,NA,NA,NA
"2539","Tyler",613,"10.1016/j.cell.2021.10.027","D","","Hether",9,"Visualizing in deceased COVID-19 patients how SARS-CoV-2 attacks the respiratory and olfactory mucosae but spares the olfactory bulb.",34798069,"Cell","NanoString Technologies Inc., Seattle, WA, USA",0,0.9714,0.0286,"male",1932,2012
"2540","Tyler",972,"10.1016/j.cell.2021.11.017","E","","Jacks",33,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.",34890551,"Cell","Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, MA 02139, USA",0,0.9714,0.0286,"male",1932,2012
"2541","Ueli",1771,"10.15252/embj.2019103718","","","Nachbur",10,"Oligomerization-driven MLKL ubiquitylation antagonizes necroptosis.",34698396,"The EMBO journal","The Walter and Eliza Hall Institute of Medical Research, Parkville, VIC, Australia",0,NA,NA,NA,NA,NA
"2542","Ulrich",2380,"10.15252/embj.2021108648","","","Brandt",3,"Ablation of mitochondrial DNA results in widespread remodeling of the mitochondrial complexome.",34542926,"The EMBO journal","Radboud Institute for Molecular Life Sciences, Radboud University Medical Center, Nijmegen, The Netherlands",0,1,0,"male",1932,2012
"2543","Ulrike",2329,"10.15252/embj.2021108542","","","Rolle-Kampczyk",6,"A dual-function RNA balances carbon uptake and central metabolism in Vibrio cholerae.",34612526,"The EMBO journal","Helmholtz Centre for Environmental Research-UFZ, Leipzig, Germany",0,0,1,"female",1932,2012
"2544","Ulrike",2447,"10.15252/embj.2021108788","","","Kutay",12,"The nucleoporin Nup50 activates the Ran guanine nucleotide exchange factor RCC1 to promote NPC assembly at the end of mitosis.",34725842,"The EMBO journal","Institute of Biochemistry, ETH Zurich, Zurich, Switzerland",1,0,1,"female",1932,2012
"2545","Unnur",739,"10.1016/j.cell.2021.11.003","","","Thorsteinsdottir",45,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"Cell","",0,NA,NA,NA,NA,NA
"2546","Unnur",746,"10.1016/j.cell.2021.11.003","","","Styrkársdóttir",65,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"Cell","",0,NA,NA,NA,NA,NA
"2547","Ursula",2225,"10.15252/embj.2021108234","","","Reichart",21,"DNA hypomethylation leads to cGAS-induced autoinflammation in the epidermis.",34586646,"The EMBO journal","VetCORE - Facility for Research, University of Veterinary Medicine Vienna, Vienna, Austria",0,0,1,"female",1932,2012
"2548","Ute",1851,"10.15252/embj.2020105531","","","Woehlbier",22,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.",34904718,"The EMBO journal","Center for Integrative Biology, Faculty of Science, Universidad Mayor, Santiago, Chile",0,0,1,"female",1932,2012
"2549","Uthra",2500,"10.15252/embj.2021108903","","","Gowthaman",1,"The Hda1 histone deacetylase limits divergent non-coding transcription and restricts transcription initiation frequency.",34661296,"The EMBO journal","Copenhagen Plant Science Centre, Department of Plant and Environmental Sciences, University of Copenhagen, Frederiksberg C, Denmark",0,NA,NA,NA,NA,NA
"2550","Uwe",1078,"10.1016/j.cell.2021.11.024","","","Schmidt",11,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.",34875226,"Cell","Max Planck Institute of Molecular Cell Biology and Genetics, 01307 Dresden, Germany",0,1,0,"male",1932,2012
"2551","Valentin",2762,"10.15252/msb.202110851","","","Grouès",89,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,1,0,"male",1932,2012
"2552","Valentina",1823,"10.15252/embj.2020105026","","","Adami",11,"C9orf72 ALS/FTD dipeptide repeat protein levels are reduced by small molecules that inhibit PKA or enhance protein degradation.",34791698,"The EMBO journal","HTS Core Facility, Department of Cellular, Computational and Integrative Biology, University of Trento, Trento, Italy",0,4e-04,0.9996,"female",1932,2012
"2553","Valerie",1958,"10.15252/embj.2020107264","A","","Wallace",15,"Photoreceptor nanotubes mediate the in vivo exchange of intracellular material.",34494680,"The EMBO journal","Donald K. Johnson Eye Institute, Krembil Research Institute, University Health Network, Toronto, ON, Canada",3,0.0027,0.9973,"female",1932,2012
"2554","Valerie",867,"10.1016/j.cell.2021.11.009","S-Y","","Chew",7,"Human antibody C10 neutralizes by diminishing Zika but enhancing dengue virus dynamics.",34852238,"Cell","Duke-National University of Singapore Medical School, 8 College Road, Singapore 169857, Singapore",2,0.0027,0.9973,"female",1932,2012
"2555","Valérie",1597,"10.1038/s41596-021-00612-3","","","Roux",2,"Probing the free-state solution behavior of drugs and their tendencies to self-aggregate into nano-entities.",34707256,"Nature protocols","Université du Québec, INRS-Centre Armand-Frappier Santé Biotechnologie, Laval, Quebec, Canada",0,NA,NA,NA,NA,NA
"2556","Valsamma",381,"10.1016/j.cell.2021.10.015","","","Eapen",36,"Autism-related dietary preferences mediate autism-gut microbiome associations.",34767757,"Cell","School of Psychiatry, Faculty of Medicine, University of New South Wales, Sydney, New South Wales 2052, Australia",0,NA,NA,NA,NA,NA
"2557","Vanessa",2414,"10.15252/embj.2021108690","","","Hertlein",8,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.",34931711,"The EMBO journal","Interfaculty Institute of Biochemistry, Eberhard-Karls-Universität Tübingen, Tübingen, Germany",0,0.0037,0.9963,"female",1932,2012
"2558","Vanessa",2835,"10.15252/msb.202110851","","","Nakonecnij",39,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,0.0037,0.9963,"female",1932,2012
"2559","Vasileios",1758,"10.1038/s41596-021-00640-z","","","Rantos",1,"Integrative structural modeling of macromolecular complexes using Assembline.",34845384,"Nature protocols","Centre for Structural Systems Biology (CSSB), Hamburg, Germany",0,NA,NA,NA,NA,NA
"2560","Vasiliki",2232,"10.15252/embj.2021108271","","","Pantazi",7,"CDKL5 kinase controls transcription-coupled responses to DNA damage.",34605059,"The EMBO journal","Albert Szent-Györgyi Medical School, Institute of Pathology, University of Szeged, Szeged, Hungary",0,0,1,"female",1932,2012
"2561","Ved",1688,"10.1038/s41596-021-00626-x","V","","Topkar",8,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.",34773119,"Nature protocols","Molecular Pathology Unit, Massachusetts General Hospital, Charlestown, MA, USA",0,1,0,"male",1932,2012
"2562","Venkata",2816,"10.15252/msb.202110851","","","Satagopam",76,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,NA,NA,NA,NA,NA
"2563","Vera",2733,"10.15252/msb.202110851","","","Ortseifen",71,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,0.0028,0.9972,"female",1932,2012
"2564","Verena",2307,"10.15252/embj.2021108439","","","Hurst",1,"A regulatory phosphorylation site on Mec1 controls chromatin occupancy of RNA polymerases during replication stress.",34569643,"The EMBO journal","Friedrich Miescher Institute for Biomedical Research, Basel, Switzerland",0,0,1,"female",1932,2012
"2565","Veronica",2440,"10.15252/embj.2021108714","","","Krenn",6,"Neurotransmitter signaling regulates distinct phases of multimodal human interneuron migration.",34661293,"The EMBO journal","Institute of Molecular Biotechnology of the Austrian Academy of Sciences (IMBA), Vienna, Austria",1,0.0041,0.9959,"female",1932,2012
"2566","Veronica",2792,"10.15252/msb.202110851","","","Shamovsky",65,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,0.0041,0.9959,"female",1932,2012
"2567","Véronique",1683,"10.1038/s41596-021-00625-y","","","Gouverneur",4,"Multigram synthesis of N-alkyl bis-ureas for asymmetric hydrogen bonding phase-transfer catalysis.",34759385,"Nature protocols","Chemistry Research Laboratory, University of Oxford, Oxford, UK. veronique.gouverneur@chem.ox.ac",0,NA,NA,NA,NA,NA
"2568","Vicente",1853,"10.15252/embj.2020105531","","","Valenzuela",19,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.",34904718,"The EMBO journal","Biomedical Neuroscience Institute, Faculty of Medicine, University of Chile, Santiago, Chile",0,1,0,"male",1932,2012
"2569","Victoria",310,"10.1016/j.cell.2021.10.011","","","Hall",50,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"Cell","Public Health England, Colindale, London, UK",24,0.0025,0.9975,"female",1932,2012
"2570","Victoria",1874,"10.15252/embj.2020106061","S","","Nudell",4,"Acetylcholine-synthesizing macrophages in subcutaneous fat are regulated by β2 -adrenergic signaling.",34459015,"The EMBO journal","Department of Neuroscience, The Scripps Research Institute, La Jolla, CA, USA",0,0.0025,0.9975,"female",1932,2012
"2571","Vidisha",2731,"10.15252/msb.202110851","","","Singh",7,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,NA,NA,NA,NA,NA
