"","ForeName","Middle1","Middle2","LastName","PMID","Title","DOI","Journal","Address","Unique"
"2897","Alan","R","","Pacheco",34635859,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","10.1038/s41596-021-00593-3","Nature protocols","Bioinformatics Program, Boston University, Boston, MA, USA","Alan Pacheco 34635859"
"2898","David","B","","Bernstein",34635859,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","10.1038/s41596-021-00593-3","Nature protocols","Biological Design Center, Boston University, Boston, MA, USA","David Bernstein 34635859"
"2899","William","J","","Riehl",34635859,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","10.1038/s41596-021-00593-3","Nature protocols","Environmental Genomics and Systems Biology Division, Lawrence Berkeley National Laboratory, Berkeley, CA, USA","William Riehl 34635859"
"2900","Kirill","S","","Korolev",34635859,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","10.1038/s41596-021-00593-3","Nature protocols","Bioinformatics Program, Boston University, Boston, MA, USA","Kirill Korolev 34635859"
"2901","Alvaro","","","Sanchez",34635859,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","10.1038/s41596-021-00593-3","Nature protocols","Department of Ecology &amp","Alvaro Sanchez 34635859"
"2902","William","R","","Harcombe",34635859,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","10.1038/s41596-021-00593-3","Nature protocols","Department of Ecology, Evolution and Behavior, University of Minnesota, St. Paul, MN, USA","William Harcombe 34635859"
"2903","Daniel","","","Segrè",34635859,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","10.1038/s41596-021-00593-3","Nature protocols","Bioinformatics Program, Boston University, Boston, MA, USA. dsegre@bu","Daniel Segrè 34635859"
"2904","Jeffrey","M","","Schaub",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","Jeffrey Schaub 34611365"
"2905","Chia-Wei","","","Chou",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","Chia-Wei Chou 34611365"
"2906","Hung-Che","","","Kuo",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","Hung-Che Kuo 34611365"
"2907","Kamyab","","","Javanmardi",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","Kamyab Javanmardi 34611365"
"2908","Ching-Lin","","","Hsieh",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","Ching-Lin Hsieh 34611365"
"2909","Jory","","","Goldsmith",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","Jory Goldsmith 34611365"
"2910","Andrea","M","","DiVenere",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA","Andrea DiVenere 34611365"
"2911","Kevin","C","","Le",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA","Kevin Le 34611365"
"2912","Daniel","","","Wrapp",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","Daniel Wrapp 34611365"
"2913","Patrick","O","","Byrne",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","Patrick Byrne 34611365"
"2914","Christy","K","","Hjorth",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","Christy Hjorth 34611365"
"2915","Nicole","V","","Johnson",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","Nicole Johnson 34611365"
"2916","John","","","Ludes-Meyers",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","John Ludes-Meyers 34611365"
"2917","Annalee","W","","Nguyen",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA","Annalee Nguyen 34611365"
"2918","Nianshuang","","","Wang",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","Nianshuang Wang 34611365"
"2919","Jason","J","","Lavinder",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","Jason Lavinder 34611365"
"2920","Gregory","C","","Ippolito",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","Gregory Ippolito 34611365"
"2921","Jennifer","A","","Maynard",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA","Jennifer Maynard 34611365"
"2922","Jason","S","","McLellan",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA","Jason McLellan 34611365"
"2923","Ilya","J","","Finkelstein",34611365,"Expression and characterization of SARS-CoV-2 spike proteins.","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA. ilya@finkelsteinlab","Ilya Finkelstein 34611365"
"2924","Magdalena","","","Riad",34608336,"Mutate-and-chemical-shift-fingerprint (MCSF) to characterize excited states in RNA using NMR spectroscopy.","10.1038/s41596-021-00606-1","Nature protocols","Department of Medical Biochemistry and Biophysics, Karolinska Institute, Stockholm, Sweden","Magdalena Riad 34608336"
"2925","Noah","","","Hopkins",34608336,"Mutate-and-chemical-shift-fingerprint (MCSF) to characterize excited states in RNA using NMR spectroscopy.","10.1038/s41596-021-00606-1","Nature protocols","Department of Medical Biochemistry and Biophysics, Karolinska Institute, Stockholm, Sweden","Noah Hopkins 34608336"
"2926","Lorenzo","","","Baronti",34608336,"Mutate-and-chemical-shift-fingerprint (MCSF) to characterize excited states in RNA using NMR spectroscopy.","10.1038/s41596-021-00606-1","Nature protocols","Department of Medical Biochemistry and Biophysics, Karolinska Institute, Stockholm, Sweden","Lorenzo Baronti 34608336"
"2927","Hampus","","","Karlsson",34608336,"Mutate-and-chemical-shift-fingerprint (MCSF) to characterize excited states in RNA using NMR spectroscopy.","10.1038/s41596-021-00606-1","Nature protocols","Department of Medical Biochemistry and Biophysics, Karolinska Institute, Stockholm, Sweden","Hampus Karlsson 34608336"
"2928","Judith","","","Schlagnitweit",34608336,"Mutate-and-chemical-shift-fingerprint (MCSF) to characterize excited states in RNA using NMR spectroscopy.","10.1038/s41596-021-00606-1","Nature protocols","Department of Medical Biochemistry and Biophysics, Karolinska Institute, Stockholm, Sweden","Judith Schlagnitweit 34608336"
"2929","Katja","","","Petzold",34608336,"Mutate-and-chemical-shift-fingerprint (MCSF) to characterize excited states in RNA using NMR spectroscopy.","10.1038/s41596-021-00606-1","Nature protocols","Department of Medical Biochemistry and Biophysics, Karolinska Institute, Stockholm, Sweden. katja.petzold@ki","Katja Petzold 34608336"
"2930","Angela","M","","Jarrett",34552262,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.","10.1038/s41596-021-00617-y","Nature protocols","Oden Institute for Computational Engineering and Sciences, Austin, TX, USA","Angela Jarrett 34552262"
"2931","Anum","S","","Kazerouni",34552262,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.","10.1038/s41596-021-00617-y","Nature protocols","Departments of Biomedical Engineering, Austin, TX, USA","Anum Kazerouni 34552262"
"2932","Chengyue","","","Wu",34552262,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.","10.1038/s41596-021-00617-y","Nature protocols","Oden Institute for Computational Engineering and Sciences, Austin, TX, USA","Chengyue Wu 34552262"
"2933","John","","","Virostko",34552262,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.","10.1038/s41596-021-00617-y","Nature protocols","Livestrong Cancer Institutes, Austin, TX, USA","John Virostko 34552262"
"2934","Anna","G","","Sorace",34552262,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.","10.1038/s41596-021-00617-y","Nature protocols","Department of Radiology, University of Alabama at Birmingham, Birmingham, AL, USA","Anna Sorace 34552262"
"2935","Julie","C","","DiCarlo",34552262,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.","10.1038/s41596-021-00617-y","Nature protocols","Oden Institute for Computational Engineering and Sciences, Austin, TX, USA","Julie DiCarlo 34552262"
"2936","David","A","","Hormuth",34552262,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.","10.1038/s41596-021-00617-y","Nature protocols","Oden Institute for Computational Engineering and Sciences, Austin, TX, USA","David Hormuth 34552262"
"2937","David","A","","Ekrut",34552262,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.","10.1038/s41596-021-00617-y","Nature protocols","Oden Institute for Computational Engineering and Sciences, Austin, TX, USA","David Ekrut 34552262"
"2938","Debra","","","Patt",34552262,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.","10.1038/s41596-021-00617-y","Nature protocols","Texas Oncology, Austin, TX, USA","Debra Patt 34552262"
"2939","Boone","","","Goodgame",34552262,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.","10.1038/s41596-021-00617-y","Nature protocols","Departments of Oncology, Austin, TX, USA","Boone Goodgame 34552262"
"2940","Sarah","","","Avery",34552262,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.","10.1038/s41596-021-00617-y","Nature protocols","Austin Radiological Association, Austin, TX, USA","Sarah Avery 34552262"
"2941","Thomas","E","","Yankeelov",34552262,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.","10.1038/s41596-021-00617-y","Nature protocols","Oden Institute for Computational Engineering and Sciences, Austin, TX, USA. thomas.yankeelov@utexas","Thomas Yankeelov 34552262"
"2942","Brandon","","","Faubert",34535790,"Stable isotope tracing to assess tumor metabolism in vivo.","10.1038/s41596-021-00605-2","Nature protocols","Children's Research Institute and Department of Pediatrics, University of Texas Southwestern Medical Center, Dallas, TX, USA. Brandon.Faubert@UTSouthwestern","Brandon Faubert 34535790"
"2943","Alpaslan","","","Tasdogan",34535790,"Stable isotope tracing to assess tumor metabolism in vivo.","10.1038/s41596-021-00605-2","Nature protocols","Children's Research Institute and Department of Pediatrics, University of Texas Southwestern Medical Center, Dallas, TX, USA","Alpaslan Tasdogan 34535790"
"2944","Sean","J","","Morrison",34535790,"Stable isotope tracing to assess tumor metabolism in vivo.","10.1038/s41596-021-00605-2","Nature protocols","Children's Research Institute and Department of Pediatrics, University of Texas Southwestern Medical Center, Dallas, TX, USA","Sean Morrison 34535790"
"2945","Thomas","P","","Mathews",34535790,"Stable isotope tracing to assess tumor metabolism in vivo.","10.1038/s41596-021-00605-2","Nature protocols","Children's Research Institute and Department of Pediatrics, University of Texas Southwestern Medical Center, Dallas, TX, USA","Thomas Mathews 34535790"
"2946","Ralph","J","","DeBerardinis",34535790,"Stable isotope tracing to assess tumor metabolism in vivo.","10.1038/s41596-021-00605-2","Nature protocols","Children's Research Institute and Department of Pediatrics, University of Texas Southwestern Medical Center, Dallas, TX, USA. Ralph.Deberardinis@UTSouthwestern","Ralph DeBerardinis 34535790"
"2947","Zhiming","","","Li",34493873,"Author Correction: Efficient and strand-specific profiling of replicating chromatin with enrichment and sequencing of protein-associated nascent DNA in mammalian cells.","10.1038/s41596-021-00618-x","Nature protocols","Institute for Cancer Genetics, Columbia University Irving Medical Center, New York, NY, USA","Zhiming Li 34493873"
"2948","Xu","","","Hua",34493873,"Author Correction: Efficient and strand-specific profiling of replicating chromatin with enrichment and sequencing of protein-associated nascent DNA in mammalian cells.","10.1038/s41596-021-00618-x","Nature protocols","Institute for Cancer Genetics, Columbia University Irving Medical Center, New York, NY, USA","Xu Hua 34493873"
"2949","Albert","","","Serra-Cardona",34493873,"Author Correction: Efficient and strand-specific profiling of replicating chromatin with enrichment and sequencing of protein-associated nascent DNA in mammalian cells.","10.1038/s41596-021-00618-x","Nature protocols","Institute for Cancer Genetics, Columbia University Irving Medical Center, New York, NY, USA","Albert Serra-Cardona 34493873"
"2950","Xiaowei","","","Xu",34493873,"Author Correction: Efficient and strand-specific profiling of replicating chromatin with enrichment and sequencing of protein-associated nascent DNA in mammalian cells.","10.1038/s41596-021-00618-x","Nature protocols","Institute for Cancer Genetics, Columbia University Irving Medical Center, New York, NY, USA","Xiaowei Xu 34493873"
"2951","Zhiguo","","","Zhang",34493873,"Author Correction: Efficient and strand-specific profiling of replicating chromatin with enrichment and sequencing of protein-associated nascent DNA in mammalian cells.","10.1038/s41596-021-00618-x","Nature protocols","Institute for Cancer Genetics, Columbia University Irving Medical Center, New York, NY, USA. zz2401@cumc.columbia","Zhiguo Zhang 34493873"
"2952","Else","","","Driehuis",33437066,"Author Correction: Establishment of patient-derived cancer organoids for drug-screening applications.","10.1038/s41596-021-00494-5","Nature protocols","Oncode Institute, Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences (KNAW) and University Medical Center (UMC) Utrecht, Utrecht, the Netherlands","Else Driehuis 33437066"
"2953","Kai","","","Kretzschmar",33437066,"Author Correction: Establishment of patient-derived cancer organoids for drug-screening applications.","10.1038/s41596-021-00494-5","Nature protocols","Oncode Institute, Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences (KNAW) and University Medical Center (UMC) Utrecht, Utrecht, the Netherlands. kai.kretzschmar@uni-wuerzburg","Kai Kretzschmar 33437066"
"2954","Hans","","","Clevers",33437066,"Author Correction: Establishment of patient-derived cancer organoids for drug-screening applications.","10.1038/s41596-021-00494-5","Nature protocols","Oncode Institute, Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences (KNAW) and University Medical Center (UMC) Utrecht, Utrecht, the Netherlands. h.clevers@hubrecht","Hans Clevers 33437066"
"2955","Eytan","","","Zlotorynski",34912109,"MYC in TOP shape.","10.1038/s41580-021-00444-9","Nature reviews. Molecular cell biology","Nature Reviews Molecular Cell Biology, . nrm@nature","Eytan Zlotorynski 34912109"
"2956","Kim","","","Baumann",34907363,"A role model of human blastocysts.","10.1038/s41580-021-00445-8","Nature reviews. Molecular cell biology","Nature Reviews Molecular Cell Biology, . nrm@nature","Kim Baumann 34907363"
"2957","Paulina","","","Strzyz",34893763,"Signal relay in muscle growth.","10.1038/s41580-021-00443-w","Nature reviews. Molecular cell biology","Nature Reviews Molecular Cell Biology, . nrm@nature","Paulina Strzyz 34893763"
"2958","Cameron","P","","Bracken",34887545,"The many regulators of epithelial-mesenchymal transition.","10.1038/s41580-021-00442-x","Nature reviews. Molecular cell biology","Centre for Cancer Biology, an alliance of SA Pathology and the University of South Australia, Adelaide, Australia. cameron.bracken@unisa.edu","Cameron Bracken 34887545"
"2959","Gregory","J","","Goodall",34887545,"The many regulators of epithelial-mesenchymal transition.","10.1038/s41580-021-00442-x","Nature reviews. Molecular cell biology","Centre for Cancer Biology, an alliance of SA Pathology and the University of South Australia, Adelaide, Australia. greg.goodall@unisa.edu","Gregory Goodall 34887545"
"2960","Massimo","","","Bonora",34880425,"Molecular mechanisms and consequences of mitochondrial permeability transition.","10.1038/s41580-021-00433-y","Nature reviews. Molecular cell biology","Department of Medical Sciences, Section of Experimental Medicine, Laboratory for Technologies of Advanced Therapies, University of Ferrara, Ferrara, Italy. massimo.bonora1@unife","Massimo Bonora 34880425"
"2961","Carlotta","","","Giorgi",34880425,"Molecular mechanisms and consequences of mitochondrial permeability transition.","10.1038/s41580-021-00433-y","Nature reviews. Molecular cell biology","Department of Medical Sciences, Section of Experimental Medicine, Laboratory for Technologies of Advanced Therapies, University of Ferrara, Ferrara, Italy","Carlotta Giorgi 34880425"
"2962","Paolo","","","Pinton",34880425,"Molecular mechanisms and consequences of mitochondrial permeability transition.","10.1038/s41580-021-00433-y","Nature reviews. Molecular cell biology","Department of Medical Sciences, Section of Experimental Medicine, Laboratory for Technologies of Advanced Therapies, University of Ferrara, Ferrara, Italy. paolo.pinton@unife","Paolo Pinton 34880425"
"2963","Paulina","","","Strzyz",34824454,"Big cells, small potential.","10.1038/s41580-021-00439-6","Nature reviews. Molecular cell biology","Nature Reviews Molecular Cell Biology, . nrm@nature","Paulina Strzyz 34824454"
"2964","Brandon","","","Malone",34824452,"Structures and functions of coronavirus replication-transcription complexes and their relevance for SARS-CoV-2 drug design.","10.1038/s41580-021-00432-z","Nature reviews. Molecular cell biology","Laboratory of Molecular Biophysics, The Rockefeller University, New York, NY, USA","Brandon Malone 34824452"
"2965","Nadya","","","Urakova",34824452,"Structures and functions of coronavirus replication-transcription complexes and their relevance for SARS-CoV-2 drug design.","10.1038/s41580-021-00432-z","Nature reviews. Molecular cell biology","Department of Medical Microbiology, Leiden University Medical Center, Leiden, Netherlands","Nadya Urakova 34824452"
"2966","Eric","J","","Snijder",34824452,"Structures and functions of coronavirus replication-transcription complexes and their relevance for SARS-CoV-2 drug design.","10.1038/s41580-021-00432-z","Nature reviews. Molecular cell biology","Department of Medical Microbiology, Leiden University Medical Center, Leiden, Netherlands. e.j.snijder@lumc","Eric Snijder 34824452"
"2967","Elizabeth","A","","Campbell",34824452,"Structures and functions of coronavirus replication-transcription complexes and their relevance for SARS-CoV-2 drug design.","10.1038/s41580-021-00432-z","Nature reviews. Molecular cell biology","Laboratory of Molecular Biophysics, The Rockefeller University, New York, NY, USA. elizabeth.campbell@rockefeller","Elizabeth Campbell 34824452"
"2968","Y","Grace","","Chen",34815573,"Cellular origins of dsRNA, their recognition and consequences.","10.1038/s41580-021-00430-1","Nature reviews. Molecular cell biology","Department of Immunobiology, Yale University School of Medicine, New Haven, CT, USA. ye.grace.chen@yale","Y Chen 34815573"
"2969","Sun","","","Hur",34815573,"Cellular origins of dsRNA, their recognition and consequences.","10.1038/s41580-021-00430-1","Nature reviews. Molecular cell biology","Harvard Medical School &amp","Sun Hur 34815573"
"2970","Eugenio","","","Frixione",34811533,"The multi-structural protein revolution - why so late?","10.1038/s41580-021-00435-w","Nature reviews. Molecular cell biology","Center for Research and Advanced Studies (Cinvestav), Mexico City, Mexico. frixione@cinvestav","Eugenio Frixione 34811533"
"2971","Lourdes","","","Ruiz-Zamarripa",34811533,"The multi-structural protein revolution - why so late?","10.1038/s41580-021-00435-w","Nature reviews. Molecular cell biology","Center for Research and Advanced Studies (Cinvestav), Mexico City, Mexico","Lourdes Ruiz-Zamarripa 34811533"
"2972","Manon","","","Valet",34754086,"Mechanical regulation of early vertebrate embryogenesis.","10.1038/s41580-021-00424-z","Nature reviews. Molecular cell biology","Center for Studies in Physics and Biology, The Rockefeller University, New York, NY, USA","Manon Valet 34754086"
"2973","Eric","D","","Siggia",34754086,"Mechanical regulation of early vertebrate embryogenesis.","10.1038/s41580-021-00424-z","Nature reviews. Molecular cell biology","Center for Studies in Physics and Biology, The Rockefeller University, New York, NY, USA","Eric Siggia 34754086"
"2974","Ali","H","","Brivanlou",34754086,"Mechanical regulation of early vertebrate embryogenesis.","10.1038/s41580-021-00424-z","Nature reviews. Molecular cell biology","Laboratory of Synthetic Embryology, The Rockefeller University, New York, NY, USA. brvnlou@rockefeller","Ali Brivanlou 34754086"
"2975","Xuemei","","","Chen",34707241,"Plant and animal small RNA communications between cells and organisms.","10.1038/s41580-021-00425-y","Nature reviews. Molecular cell biology","Department of Botany and Plant Sciences, Institute for Integrative Genome Biology, University of California, Riverside, CA, USA. xuemei.chen@ucr","Xuemei Chen 34707241"
"2976","Oded","","","Rechavi",34707241,"Plant and animal small RNA communications between cells and organisms.","10.1038/s41580-021-00425-y","Nature reviews. Molecular cell biology","Department of Neurobiology, The George S. Wise Faculty of Life Sciences, Tel Aviv University, Tel Aviv, Israel. odedrechavi@gmail","Oded Rechavi 34707241"
"2977","Paulina","","","Strzyz",34707240,"microRNA communication in plants.","10.1038/s41580-021-00431-0","Nature reviews. Molecular cell biology","Nature Reviews Molecular Cell Biology, . nrm@nature","Paulina Strzyz 34707240"
"2978","Christine","","","Mummery",34686868,"New guidelines for embryo and stem cell research.","10.1038/s41580-021-00429-8","Nature reviews. Molecular cell biology","Leiden University Medical Center, Leiden, Netherlands. c.l.mummery@lumc","Christine Mummery 34686868"
"2979","Eric","","","Anthony",34686868,"New guidelines for embryo and stem cell research.","10.1038/s41580-021-00429-8","Nature reviews. Molecular cell biology","International Society for Stem Cell Research, Skokie, IL, USA","Eric Anthony 34686868"
"2980","Jing","","","Yang",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Departments of Pharmacology and Pediatrics, Moores Cancer Center, University of California, San Diego, La Jolla, CA, USA. jingyang@ucsd","Jing Yang 34654908"
"2981","Parker","","","Antin",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Department of Cellular and Molecular Medicine, University of Arizona, Tucson, AZ, USA","Parker Antin 34654908"
"2982","Geert","","","Berx",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Molecular and Cellular Oncology Lab, Department of Biomedical Molecular Biology, Ghent University, Cancer Research Institute Ghent (CRIG), VIB Center for Inflammation Research, Ghent, Belgium","Geert Berx 34654908"
"2983","Cédric","","","Blanpain",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Laboratory of Stem Cells and Cancer, Université Libre de Bruxelles, Bruxelles, Belgium","Cédric Blanpain 34654908"
"2984","Thomas","","","Brabletz",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Department of Experimental Medicine 1, Nikolaus-Fiebiger-Center for Molecular Medicine, Friedrich-Alexander-University Erlangen-Nürnberg, Erlangen, Germany","Thomas Brabletz 34654908"
"2985","Marianne","","","Bronner",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Division of Biology and Biological Engineering, California Institute of Technology, Pasadena, CA, USA","Marianne Bronner 34654908"
"2986","Kyra","","","Campbell",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Department of Biomedical Science and Bateson Centre, University of Sheffield, Sheffield, UK","Kyra Campbell 34654908"
"2987","Amparo","","","Cano",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Departamento de Bioquímica, Universidad Autónoma de Madrid (UAM), Instituto de Investigaciones Biomédicas 'Alberto Sols' (CSIC-UAM), IdiPAZ &amp","Amparo Cano 34654908"
"2988","Jordi","","","Casanova",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Institute for Research in Biomedicine (IRB Barcelona), Barcelona Institute of Science and Technology/Institut de Biologia Molecular de Barcelona (IBMB-CSIC), Barcelona, Spain","Jordi Casanova 34654908"
"2989","Gerhard","","","Christofori",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Department of Biomedicine, University of Basel, Basel, Switzerland","Gerhard Christofori 34654908"
"2990","Shoukat","","","Dedhar",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Department of Biochemistry and Molecular Biology, University of British Columbia and British Columbia Cancer Research Centre, Vancouver, BC, Canada","Shoukat Dedhar 34654908"
"2991","Rik","","","Derynck",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Departments of Cell and Tissue Biology, and Anatomy, University of California at San Francisco, San Francisco, CA, USA","Rik Derynck 34654908"
"2992","Heide","L","","Ford",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Department of Pharmacology, University of Colorado Anschutz Medical Campus, Aurora, CO, USA","Heide Ford 34654908"
"2993","Jonas","","","Fuxe",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Department of Laboratory Medicine (LABMED), Division of Pathology, Karolinska University Hospital and Department of Microbiology, Tumor and Cell Biology (MTC), Karolinska Institutet, Stockholm, Sweden","Jonas Fuxe 34654908"
"2994","Antonio","","","García de Herreros",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Programa de Recerca en Càncer, Institut Hospital del Mar d'Investigacions Mèdiques (IMIM) and Departament de Ciències Experimentals i de la Salut, Universitat Pompeu Fabra, Barcelona, Spain","Antonio García de Herreros 34654908"
"2995","Gregory","J","","Goodall",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Centre for Cancer Biology, An alliance of SA Pathology and University of South Australia, Adelaide, SA, Australia","Gregory Goodall 34654908"
"2996","Anna-Katerina","","","Hadjantonakis",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Developmental Biology Program, Sloan Kettering Institute, Memorial Sloan Kettering Cancer Center, New York, NY, USA","Anna-Katerina Hadjantonakis 34654908"
"2997","Ruby","Y","J","Huang",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","School of Medicine, College of Medicine, National Taiwan University, Taipei, Taiwan","Ruby Huang 34654908"
"2998","Chaya","","","Kalcheim",34654908,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Department of Medical Neurobiology, Institute for medical Research Israel-Canada and the Safra Center for Neurosciences, Hebrew University of Jerusalem, Hadassah Medical School, Jerusalem, Israel","Chaya Kalcheim 34654908"
